lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2,weibull.max
TB,straton,1994-05-03,1994,123,115.05646333253398,0.8843179272594167,TRUE
TB,straton,1995-05-01,1995,121,112.81232632404199,0.9061718544489415,TRUE
TB,straton,1996-06-12,1996,164,136.45844279780928,0.8916509850151971,TRUE
TB,straton,1997-05-05,1997,125,139.59762139590595,0.8485164607194606,TRUE
TB,straton,1998-04-21,1998,111,99.5195105737328,0.8687019587605409,TRUE
TB,straton,1999-05-06,1999,126,102.12704004358511,0.9074875673598187,TRUE
TB,straton,2000-05-03,2000,124,106.66107517697185,0.8893124588471442,TRUE
TB,straton,2001-05-01,2001,121,87.04436997061788,0.8565005749887696,TRUE
TB,straton,2002-05-07,2002,127,147.98882490776813,0.9335673140276329,TRUE
TB,straton,2003-05-05,2003,125,96.04212660649081,0.7803490065795189,TRUE
TB,straton,2004-05-13,2004,134,118.45835380596314,0.8596202697143286,TRUE
TB,straton,2005-04-18,2005,108,137.28112521821848,0.8799983603329476,TRUE
TB,straton,2006-04-18,2006,108,111.06593916985922,0.862391476792602,TRUE
TB,straton,2007-04-25,2007,115,95.02922406560371,0.85109886087038,TRUE
TB,straton,2008-05-08,2008,129,111.42353553409882,0.948093571047166,TRUE
TB,straton,2009-04-28,2009,118,95.01140572227705,0.6851425233938544,TRUE
TB,straton,2010-04-13,2010,103,128.83331272601873,0.7875412030672748,TRUE
TB,straton,2011-05-18,2011,138,121.03683530145128,0.8972209672192946,TRUE
TB,straton,2012-04-02,2012,93,102.07200562568724,0.8546065430112761,TRUE
TB,straton,2013-05-13,2013,133,126.98945088621065,0.847619691768995,TRUE
TB,straton,2014-05-21,2014,141,126.01608769176488,0.9063566170220446,TRUE
TB,straton,2015-04-21,2015,111,113.34131238301998,0.8209891811318388,TRUE
TB,straton,2016-04-22,2016,113,97.15883790944996,0.8530872340858956,TRUE
TB,straton,2017-04-19,2017,109,129.79448884262524,0.8472998855470334,TRUE
TB,straton,2018-05-16,2018,136,100.77052718480977,0.9326837810835283,TRUE
TB,straton,2019-05-06,2019,126,120.06521501524242,0.9311298962097505,TRUE
TB,straton,2020-04-30,2020,121,119.70945216879913,0.9598267959652753,TRUE
TB,stratoff,1982-10-18,1982,291,260.821408354159,0.9667503907734067,TRUE
TB,stratoff,1983-10-19,1983,292,285.6629943860638,0.9564727995164501,TRUE
TB,stratoff,1984-10-17,1984,291,296.04494490070743,0.8876623683497995,TRUE
TB,stratoff,1985-10-23,1985,296,269.21425275772583,0.8661246563536008,TRUE
TB,stratoff,1986-10-23,1986,296,255.89305674259336,0.8403747356964901,TRUE
TB,stratoff,1987-10-19,1987,292,295.18643470782234,0.8946711772183699,TRUE
TB,stratoff,1988-10-11,1988,285,261.16446053211195,0.9728513274915815,TRUE
TB,stratoff,1989-10-30,1989,303,280.09118603935207,0.8460460726325852,TRUE
TB,stratoff,1990-10-16,1990,289,289.08941980219515,0.9340146299980862,TRUE
TB,stratoff,1991-10-28,1991,301,256.53536360261995,0.8459756248674082,TRUE
TB,stratoff,1992-10-05,1992,279,294.14586705426393,0.8451901953097293,TRUE
TB,stratoff,1993-10-19,1993,292,266.41365056106713,0.8963938040136322,TRUE
TB,stratoff,1994-11-01,1994,305,301.3153009769579,0.8843179272594167,TRUE
TB,stratoff,1995-10-17,1995,290,270.4946487568502,0.9061718544489415,TRUE
TB,stratoff,1996-10-17,1996,291,257.8689001713856,0.8916509850151971,TRUE
TB,stratoff,1997-10-21,1997,294,301.7754203806752,0.8485164607194606,TRUE
TB,stratoff,1998-10-19,1998,292,274.77766634873035,0.8687019587605409,TRUE
TB,stratoff,1999-10-06,1999,279,262.29306934440706,0.9074875673598187,TRUE
TB,stratoff,2000-10-30,2000,304,265.5487301359622,0.8893124588471442,TRUE
TB,stratoff,2001-11-16,2001,320,265.3403594341136,0.8565005749887696,TRUE
TB,stratoff,2002-10-07,2002,280,285.07816163008806,0.9335673140276329,TRUE
TB,stratoff,2003-10-14,2003,287,261.8139819737405,0.7803490065795189,TRUE
TB,stratoff,2004-10-26,2004,300,281.257307565231,0.8596202697143286,TRUE
TB,stratoff,2005-10-19,2005,292,294.6305181269015,0.8799983603329476,TRUE
TB,stratoff,2006-10-02,2006,275,269.3711854630443,0.862391476792602,TRUE
TB,stratoff,2007-10-24,2007,297,291.60342948243533,0.85109886087038,TRUE
TB,stratoff,2008-10-21,2008,295,277.27553788661874,0.948093571047166,TRUE
TB,stratoff,2009-10-12,2009,285,300.7310989568461,0.6851425233938544,TRUE
TB,stratoff,2010-10-26,2010,299,296.5295707983452,0.7875412030672748,TRUE
TB,stratoff,2011-10-18,2011,291,275.2933805034213,0.8972209672192946,TRUE
TB,stratoff,2012-10-16,2012,290,279.4010705118587,0.8546065430112761,TRUE
TB,stratoff,2013-10-15,2013,288,311.652304733457,0.847619691768995,TRUE
TB,stratoff,2014-10-20,2014,293,275.21361295808276,0.9063566170220446,TRUE
TB,stratoff,2015-10-20,2015,293,297.5356834799404,0.8209891811318388,TRUE
TB,stratoff,2016-10-26,2016,300,275.0302542336761,0.8530872340858956,TRUE
TB,stratoff,2017-10-18,2017,291,320.8159364876694,0.8472998855470334,TRUE
TB,stratoff,2018-10-01,2018,274,274.8161911729207,0.9326837810835283,TRUE
TB,stratoff,2019-10-08,2019,281,278.1487021088513,0.9311298962097505,TRUE
TB,stratoff,2020-10-12,2020,286,240.82282684979708,0.9598267959652753,TRUE
TB,energy,1982-07-07,1982,188,200.6801315498558,0.9706961809082792,TRUE
TB,energy,1983-08-03,1983,215,226.17080637207664,0.9889787328016143,TRUE
TB,energy,1984-08-15,1984,228,205.92705561822868,0.9722768559175106,TRUE
TB,energy,1985-08-06,1985,218,213.379307188913,0.9714665890205538,TRUE
TB,energy,1986-07-29,1986,210,211.07727738160696,0.9670186624059445,TRUE
TB,energy,1987-07-28,1987,209,207.40379028979663,0.9806259846901315,TRUE
TB,energy,1988-08-16,1988,229,216.64462150621665,0.9829040720473093,TRUE
TB,energy,1989-07-24,1989,205,214.43460295998474,0.9563580787787599,TRUE
TB,energy,1990-09-06,1990,249,222.9543189567527,0.9841483756948486,TRUE
TB,energy,1991-08-12,1991,224,218.17948690778593,0.9770242675440278,TRUE
TB,energy,1992-08-10,1992,223,216.05974346410218,0.9634234754119918,TRUE
TB,energy,1993-08-23,1993,235,223.53296091007914,0.9891990948477744,TRUE
TB,energy,1994-09-20,1994,263,206.29026316275448,0.9710846505293289,TRUE
TB,energy,1995-08-08,1995,220,223.74909402973148,0.9861504446460608,TRUE
TB,energy,1996-09-04,1996,248,228.97740323866077,0.9496611324273568,TRUE
TB,energy,1997-08-11,1997,223,223.6065233696271,0.9745311463076862,TRUE
TB,energy,1998-08-10,1998,222,215.06635392426628,0.9811983830413145,TRUE
TB,energy,1999-07-26,1999,207,215.66094752154484,0.9748234418754278,TRUE
TB,energy,2000-08-23,2000,236,221.40059195495104,0.9830985369105452,TRUE
TB,energy,2001-08-07,2001,219,214.01791025161998,0.9405779132310242,TRUE
TB,energy,2002-07-31,2002,212,217.8025194734023,0.9845988123442568,TRUE
TB,energy,2003-08-20,2003,232,213.7294162693621,0.9576816419139473,TRUE
TB,energy,2004-08-03,2004,216,221.2567307219375,0.9614254811822656,TRUE
TB,energy,2005-07-25,2005,206,227.25331076177906,0.9707243363850961,TRUE
TB,energy,2006-08-08,2006,220,222.81482491536138,0.9733715981631985,TRUE
TB,energy,2007-08-02,2007,214,219.52363256645026,0.9746800334686685,TRUE
TB,energy,2008-07-28,2008,210,221.88068750790626,0.9889395998968726,TRUE
TB,energy,2009-09-15,2009,258,224.812668433242,0.9218631762780426,TRUE
TB,energy,2010-09-01,2010,244,226.26776063483996,0.9586031410249706,TRUE
TB,energy,2011-09-09,2011,252,221.10300218046712,0.9843609310978604,TRUE
TB,energy,2012-07-23,2012,205,216.24191924323645,0.9853929993785088,TRUE
TB,energy,2013-08-06,2013,218,211.5833632174838,0.9836282281032087,TRUE
TB,energy,2014-08-25,2014,237,219.07968978706026,0.9863552417693856,TRUE
TB,energy,2015-07-28,2015,209,214.73778907468355,0.9776782134000179,TRUE
TB,energy,2016-08-16,2016,229,224.42319351647714,0.9840704995408824,TRUE
TB,energy,2017-08-07,2017,219,205.01757503484336,0.9425581017481022,TRUE
TB,energy,2018-08-21,2018,233,213.68871161399446,0.961203007242284,TRUE
TB,energy,2019-07-29,2019,210,219.80726095041297,0.9801572172215599,TRUE
TB,energy,2020-07-01,2020,183,210.76942676412847,0.9770650475552817,TRUE
TB,stability,1982-07-22,1982,203,192.3958099395504,0.9239733125170577,TRUE
TB,stability,1983-07-19,1983,200,204.03523512543984,0.8025404540372322,TRUE
TB,stability,1984-06-19,1984,171,161.69322586204953,0.9683577079014207,TRUE
TB,stability,1985-08-06,1985,218,149.10903620146246,0.9001802400470891,TRUE
TB,stability,1986-07-29,1986,210,183.35103350046035,0.9270694097063145,TRUE
TB,stability,1987-06-22,1987,173,177.17206152933272,0.8812115824057157,TRUE
TB,stability,1988-06-20,1988,172,174.02203307648176,0.9445694292890076,TRUE
TB,stability,1989-07-24,1989,205,195.01171061512593,0.830334439419991,TRUE
TB,stability,1990-06-27,1990,178,186.8684009998891,0.9340636697024645,TRUE
TB,stability,1991-08-12,1991,224,212.25374305037892,0.7367842673134171,TRUE
TB,stability,1992-06-01,1992,153,146.9051079810871,0.818492608153147,TRUE
TB,stability,1993-07-26,1993,207,196.94145194209693,0.9357472440649455,TRUE
TB,stability,1994-05-19,1994,139,146.94103112125634,0.9411329535872973,TRUE
TB,stability,1995-06-01,1995,152,153.3405702836255,0.8725377756063903,TRUE
TB,stability,1996-09-04,1996,248,165.96356890372297,0.8374133436980216,TRUE
TB,stability,1997-06-04,1997,155,152.0025005814944,0.8156200421517238,TRUE
TB,stability,1998-06-17,1998,168,174.33910400229885,0.8746194506437484,TRUE
TB,stability,1999-07-26,1999,207,184.82118727766098,0.8925871826437237,TRUE
TB,stability,2000-05-03,2000,124,122.72282405237745,0.8142135416251006,TRUE
TB,stability,2001-06-25,2001,176,180.4356905217681,0.7833061651192458,TRUE
TB,stability,2002-07-01,2002,182,182.8145514581834,0.9001361391469356,TRUE
TB,stability,2003-08-20,2003,232,153.72365174422464,0.8963739087584112,TRUE
TB,stability,2004-08-03,2004,216,201.12262783837247,0.7973957186947036,TRUE
TB,stability,2005-06-01,2005,152,191.38983736592382,0.6203363714178363,TRUE
TB,stability,2006-06-01,2006,152,153.37228875407715,0.8867836003682736,TRUE
TB,stability,2007-08-02,2007,214,141.93600785431536,0.8315082244884292,TRUE
TB,stability,2008-06-30,2008,182,203.44570266312252,0.878040641643531,TRUE
TB,stability,2009-06-22,2009,173,187.67547068974346,0.661249644255992,TRUE
TB,stability,2010-05-25,2010,145,142.7077582847107,0.8004630469306779,TRUE
TB,stability,2011-07-25,2011,206,210.69355948864506,0.9323382740177513,TRUE
TB,stability,2012-07-23,2012,205,186.99667599425226,0.9218123764057908,TRUE
TB,stability,2013-06-25,2013,176,181.9303119417313,0.8263526457960042,TRUE
TB,stability,2014-06-16,2014,167,177.51304898111295,0.9327743200054557,TRUE
TB,stability,2015-06-03,2015,154,189.60814357019686,0.7520125245767617,TRUE
TB,stability,2016-05-24,2016,145,188.99014691243747,0.8453890439034311,TRUE
TB,stability,2017-06-15,2017,166,166.31829442311792,0.7855503556281909,TRUE
TB,stability,2018-05-16,2018,136,136.38176917114865,0.9251908999988483,TRUE
TB,stability,2019-06-04,2019,155,179.7959240529774,0.8713809722419884,TRUE
TB,stability,2020-07-01,2020,183,175.7940948778783,0.9746965505916104,TRUE
TB,schmidt,1982-07-22,1982,203,195.12130925413203,0.9774123117441815,TRUE
TB,schmidt,1983-07-19,1983,200,214.13494200066532,0.9881119847052006,TRUE
TB,schmidt,1984-08-15,1984,228,181.442368907156,0.9084069633660925,TRUE
TB,schmidt,1985-08-06,1985,218,205.43274567037386,0.9184157809547654,TRUE
TB,schmidt,1986-07-29,1986,210,206.6589337673359,0.9180843979864197,TRUE
TB,schmidt,1987-06-22,1987,173,191.59429005850106,0.9488709579225502,TRUE
TB,schmidt,1988-08-03,1988,216,206.6761765258376,0.9685423113216032,TRUE
TB,schmidt,1989-07-24,1989,205,208.2216351865014,0.9273501011291404,TRUE
TB,schmidt,1990-07-24,1990,205,204.0467453262832,0.9737359994457697,TRUE
TB,schmidt,1991-08-12,1991,224,218.12416665751746,0.9247601021393415,TRUE
TB,schmidt,1992-08-10,1992,223,210.97857634558633,0.8545112791836654,TRUE
TB,schmidt,1993-08-23,1993,235,217.48085326986887,0.9611741410140585,TRUE
TB,schmidt,1994-06-28,1994,179,182.69894836034973,0.9177244345967168,TRUE
TB,schmidt,1995-08-08,1995,220,219.97303180810235,0.9624962287661435,TRUE
TB,schmidt,1996-09-04,1996,248,241.36097989300333,0.9207861521353105,TRUE
TB,schmidt,1997-07-28,1997,209,200.59197009570778,0.9264652613288553,TRUE
TB,schmidt,1998-08-10,1998,222,210.2375061530127,0.9376594249571987,TRUE
TB,schmidt,1999-07-26,1999,207,210.80956931306036,0.9467301629030369,TRUE
TB,schmidt,2000-08-23,2000,236,209.05579536823424,0.9603245206430194,TRUE
TB,schmidt,2001-08-07,2001,219,212.63495347550557,0.9370746253485484,TRUE
TB,schmidt,2002-07-01,2002,182,192.292818998704,0.9776894338435679,TRUE
TB,schmidt,2003-08-20,2003,232,220.83822328070323,0.8770975188505875,TRUE
TB,schmidt,2004-08-03,2004,216,214.45161030778553,0.9109151755552063,TRUE
TB,schmidt,2005-07-11,2005,192,192.5112945090804,0.9566189276288259,TRUE
TB,schmidt,2006-08-08,2006,220,215.14909641187288,0.9513030465678673,TRUE
TB,schmidt,2007-08-02,2007,214,204.49542741550658,0.9231971797915021,TRUE
TB,schmidt,2008-07-28,2008,210,209.49964226130837,0.9689274939382352,TRUE
TB,schmidt,2009-06-22,2009,173,229.80245477147574,0.8263056227000927,TRUE
TB,schmidt,2010-09-01,2010,244,220.48530922053445,0.9149805781544721,TRUE
TB,schmidt,2011-07-25,2011,206,216.84166984368258,0.9624398350573296,TRUE
TB,schmidt,2012-07-23,2012,205,201.75097378977912,0.9424426440001962,TRUE
TB,schmidt,2013-06-25,2013,176,189.81469171638398,0.9545712775636911,TRUE
TB,schmidt,2014-08-25,2014,237,201.1114289353539,0.9508949404544144,TRUE
TB,schmidt,2015-07-28,2015,209,204.655816647326,0.9101812746456286,TRUE
TB,schmidt,2016-08-01,2016,214,209.82465926050492,0.9504724731572942,TRUE
TB,schmidt,2017-06-15,2017,166,171.49041499529434,0.86518972974392,TRUE
TB,schmidt,2018-07-24,2018,205,209.14518174997394,0.958743954430863,TRUE
TB,schmidt,2019-07-29,2019,210,202.26024966863702,0.953461449750518,TRUE
TB,schmidt,2020-07-01,2020,183,183.54147316744653,0.9752889363649084,TRUE
TB,minimum_oxygen,1982-07-07,1982,188,183.07354414665528,0.944362658135546,TRUE
TB,minimum_oxygen,1983-06-23,1983,174,241.74852139032413,0.6866124020045475,TRUE
TB,minimum_oxygen,1984-08-15,1984,228,196.46836385802234,0.9529748599408364,TRUE
TB,minimum_oxygen,1985-08-21,1985,233,230.2292090902479,0.9718393416333753,TRUE
TB,minimum_oxygen,1986-07-29,1986,210,214.02544029439346,0.9300360000235993,TRUE
TB,minimum_oxygen,1987-05-18,1987,138,136.23545747192725,0.8201967915446835,TRUE
TB,minimum_oxygen,1988-07-04,1988,186,178.71384867634674,0.9258671490035323,TRUE
TB,minimum_oxygen,1989-08-08,1989,220,240.8943762158012,0.9397188761193564,TRUE
TB,minimum_oxygen,1990-09-06,1990,249,216.38907601851267,0.9661539170172637,TRUE
TB,minimum_oxygen,1991-06-18,1991,169,162.65926398833403,0.9592737695371055,TRUE
TB,minimum_oxygen,1992-08-10,1992,223,220.7222477366429,0.8750550558731196,TRUE
TB,minimum_oxygen,1993-07-26,1993,207,222.02381990363594,0.9673027499639933,TRUE
TB,minimum_oxygen,1994-08-09,1994,221,243.42023014148472,0.6878853097413641,TRUE
TB,minimum_oxygen,1995-08-08,1995,220,216.5902209901569,0.9402396528498684,TRUE
TB,minimum_oxygen,1996-07-23,1996,205,206.0479752497431,0.9244470066561025,TRUE
TB,minimum_oxygen,1997-07-28,1997,209,181.17550669853244,0.8978741024292393,TRUE
TB,minimum_oxygen,1998-05-20,1998,140,239.88096232042642,0.8448053349825967,TRUE
TB,minimum_oxygen,1999-09-10,1999,253,245.4680936552526,0.7478989290113842,TRUE
TB,minimum_oxygen,2000-08-09,2000,222,231.84311040421062,0.9003195967250981,TRUE
TB,minimum_oxygen,2001-05-01,2001,121,112.70003368586858,0.8369492996044195,TRUE
TB,minimum_oxygen,2002-08-12,2002,224,251.200872171559,0.7138927127604766,TRUE
TB,minimum_oxygen,2003-07-10,2003,191,170.59781020703178,0.8261541551560005,TRUE
TB,minimum_oxygen,2004-07-19,2004,201,181.3629511941735,0.7733813434964121,TRUE
TB,minimum_oxygen,2005-07-25,2005,206,183.5035154722592,0.8619027816244168,TRUE
TB,minimum_oxygen,2006-07-24,2006,205,192.03030913798764,0.6603781407429811,TRUE
TB,minimum_oxygen,2007-06-18,2007,169,159.46523380391554,0.45991060099131853,TRUE
TB,minimum_oxygen,2008-07-16,2008,198,161.6139492708731,0.810725066688271,TRUE
TB,minimum_oxygen,2009-09-15,2009,258,264.48239169535714,0.6555744294946302,TRUE
TB,minimum_oxygen,2010-07-22,2010,203,213.67783668565826,0.883390876500001,TRUE
TB,minimum_oxygen,2011-07-13,2011,194,194.11059969105577,0.952624663995266,TRUE
TB,minimum_oxygen,2012-08-09,2012,222,221.31551233005615,0.8838434506777394,TRUE
TB,minimum_oxygen,2013-07-23,2013,204,196.45857207402418,0.6188432854492396,TRUE
TB,minimum_oxygen,2014-08-11,2014,223,218.12574567868265,0.9620989410724813,TRUE
TB,minimum_oxygen,2015-07-28,2015,209,181.72881413959257,0.936660379269527,TRUE
TB,minimum_oxygen,2016-06-07,2016,159,214.10965486834243,0.7206035621772202,TRUE
TB,minimum_oxygen,2017-07-10,2017,191,185.5155971221707,0.6942725992393095,TRUE
TB,minimum_oxygen,2018-08-21,2018,233,190.01961891335029,0.9027615266341369,TRUE
TB,minimum_oxygen,2019-07-17,2019,198,185.44169424718808,0.6729451169910833,TRUE
TB,minimum_oxygen,2020-07-01,2020,183,168.7491758129726,0.9739129615584714,TRUE
TR,straton,1981-06-03,1981,154,NA,NA,NA
TR,straton,1982-05-26,1982,146,139.3026668816542,0.9857205966779411,TRUE
TR,straton,1983-05-24,1983,144,150.17295757368,0.9764406305926456,TRUE
TR,straton,1984-05-22,1984,143,135.77795322025898,0.9696270251810261,TRUE
TR,straton,1985-05-13,1985,133,133.73001323759672,0.9497599319325744,TRUE
TR,straton,1986-05-07,1986,127,130.01217015391,0.9619003740562798,TRUE
TR,straton,1987-05-19,1987,139,125.61803428992206,0.93538230507633,TRUE
TR,straton,1988-05-10,1988,131,131.00272993554424,0.9508334224168757,TRUE
TR,straton,1989-05-15,1989,135,145.05386488108587,0.9755964108869566,TRUE
TR,straton,1990-05-14,1990,134,139.48333177757308,0.9863521990408414,TRUE
TR,straton,1991-05-20,1991,140,132.5453903138418,0.9629666531503754,TRUE
TR,straton,1992-05-19,1992,140,138.99760403578392,0.9150532521044824,TRUE
TR,straton,1993-05-17,1993,137,152.96520126954061,0.9505970876144693,TRUE
TR,straton,1994-05-18,1994,138,140.9310014657429,0.962229254204205,TRUE
TR,straton,1995-05-18,1995,138,144.01124206469896,0.9693993502767212,TRUE
TR,straton,1996-05-31,1996,152,136.13144720939266,0.8948842302915105,TRUE
TR,straton,1997-05-23,1997,143,142.30148114006948,0.9796935511417973,TRUE
TR,straton,1998-04-21,1998,111,117.24972292335084,0.970795727126615,TRUE
TR,straton,1999-05-17,1999,137,126.70341621475848,0.9465572887526341,TRUE
TR,straton,2000-05-01,2000,122,128.5444520453411,0.9688628632216273,TRUE
TR,straton,2001-05-17,2001,137,129.1175922851999,0.9601263378896746,TRUE
TR,straton,2002-06-05,2002,156,155.60678110982005,0.9828322411884977,TRUE
TR,straton,2003-05-29,2003,149,133.1400983304659,0.9502832107750296,TRUE
TR,straton,2004-05-14,2004,135,140.5162924515085,0.9240917394306079,TRUE
TR,straton,2005-05-17,2005,137,140.48358374980887,0.9703066910524236,TRUE
TR,straton,2006-05-17,2006,137,131.32809163118233,0.9629851017630692,TRUE
TR,straton,2007-05-08,2007,128,127.55743208511598,0.9663745318537663,TRUE
TR,straton,2008-05-22,2008,143,146.94354342141625,0.9936867810275127,TRUE
TR,straton,2009-05-11,2009,131,152.5799115157513,0.8524126419399887,TRUE
TR,straton,2010-04-28,2010,118,128.22361818407998,0.9570817037652705,TRUE
TR,straton,2011-05-19,2011,139,145.0904211765209,0.991481667749657,TRUE
TR,straton,2012-05-01,2012,122,132.27930558648336,0.9789251060523306,TRUE
TR,straton,2013-05-30,2013,150,144.59620233192229,0.9778611155501118,TRUE
TR,straton,2014-06-19,2014,170,139.4248804599485,0.9537800898261919,TRUE
TR,straton,2015-05-07,2015,127,129.3191754964805,0.9835019426850915,TRUE
TR,straton,2016-05-12,2016,133,129.34204421305205,0.9852472883973875,TRUE
TR,straton,2017-05-19,2017,139,133.2380152273558,0.9478513954156148,TRUE
TR,straton,2018-06-01,2018,152,136.5452887928203,0.971289688196293,TRUE
TR,straton,2019-05-23,2019,143,146.49419161549145,0.9671834189322971,TRUE
TR,straton,2020-06-05,2020,157,136.38795793855687,0.9753187463809284,TRUE
TR,stratoff,1981-10-21,1981,294,NA,NA,NA
TR,stratoff,1982-10-21,1982,294,279.4454852514461,0.9857205966779411,TRUE
TR,stratoff,1983-10-18,1983,291,277.43296613346456,0.9764406305926456,TRUE
TR,stratoff,1984-10-16,1984,290,283.640296744026,0.9696270251810261,TRUE
TR,stratoff,1985-10-21,1985,294,278.6687070655076,0.9497599319325744,TRUE
TR,stratoff,1986-10-20,1986,293,276.0737812332108,0.9619003740562798,TRUE
TR,stratoff,1987-10-19,1987,292,286.883324909488,0.93538230507633,TRUE
TR,stratoff,1988-10-12,1988,286,277.3553580947976,0.9508334224168757,TRUE
TR,stratoff,1989-11-02,1989,306,280.67665597432705,0.9755964108869566,TRUE
TR,stratoff,1990-10-15,1990,288,278.6224025689182,0.9863521990408414,TRUE
TR,stratoff,1991-09-27,1991,270,268.06636317802867,0.9629666531503754,TRUE
TR,stratoff,1992-10-19,1992,293,286.32651594879513,0.9150532521044824,TRUE
TR,stratoff,1993-10-18,1993,291,275.78984588815086,0.9505970876144693,TRUE
TR,stratoff,1994-10-31,1994,304,294.7246109561526,0.962229254204205,TRUE
TR,stratoff,1995-10-18,1995,291,274.9418230979769,0.9693993502767212,TRUE
TR,stratoff,1996-10-15,1996,289,278.8103055516455,0.8948842302915105,TRUE
TR,stratoff,1997-10-23,1997,296,286.6414049801322,0.9796935511417973,TRUE
TR,stratoff,1998-10-21,1998,294,284.8076272152309,0.970795727126615,TRUE
TR,stratoff,1999-10-18,1999,291,281.9117007562511,0.9465572887526341,TRUE
TR,stratoff,2000-10-31,2000,305,293.0308012097217,0.9688628632216273,TRUE
TR,stratoff,2001-10-18,2001,291,281.81419130891567,0.9601263378896746,TRUE
TR,stratoff,2002-10-08,2002,281,282.3028242194277,0.9828322411884977,TRUE
TR,stratoff,2003-10-27,2003,300,279.9721497190995,0.9502832107750296,TRUE
TR,stratoff,2004-10-28,2004,302,299.1502998204402,0.9240917394306079,TRUE
TR,stratoff,2005-10-18,2005,291,298.76537376470304,0.9703066910524236,TRUE
TR,stratoff,2006-10-17,2006,290,273.78398004426776,0.9629851017630692,TRUE
TR,stratoff,2007-10-24,2007,297,284.20718915942285,0.9663745318537663,TRUE
TR,stratoff,2008-10-23,2008,297,290.3825617913925,0.9936867810275127,TRUE
TR,stratoff,2009-10-13,2009,286,295.5192128105369,0.8524126419399887,TRUE
TR,stratoff,2010-10-25,2010,298,278.4153280256506,0.9570817037652705,TRUE
TR,stratoff,2011-11-02,2011,306,283.73844981810214,0.991481667749657,TRUE
TR,stratoff,2012-10-16,2012,290,281.3381249629689,0.9789251060523306,TRUE
TR,stratoff,2013-10-30,2013,303,295.97323282213847,0.9778611155501118,TRUE
TR,stratoff,2014-10-23,2014,296,278.20992356581866,0.9537800898261919,TRUE
TR,stratoff,2015-10-22,2015,295,294.4340347991078,0.9835019426850915,TRUE
TR,stratoff,2016-11-15,2016,320,281.6011629029167,0.9852472883973875,TRUE
TR,stratoff,2017-10-19,2017,292,301.4030065033283,0.9478513954156148,TRUE
TR,stratoff,2018-10-18,2018,291,274.55422328796175,0.971289688196293,TRUE
TR,stratoff,2019-10-24,2019,297,279.45943713519443,0.9671834189322971,TRUE
TR,stratoff,2020-10-16,2020,290,271.0304248915589,0.9753187463809284,TRUE
TR,energy,1981-08-26,1981,238,NA,NA,NA
TR,energy,1982-07-19,1982,200,205.65596731224326,0.9949715927179497,TRUE
TR,energy,1983-08-03,1983,215,217.08526150346404,0.9925273480029102,TRUE
TR,energy,1984-08-15,1984,228,206.23333529264497,0.9927430660882491,TRUE
TR,energy,1985-08-06,1985,218,207.4232234203123,0.9872301674552794,TRUE
TR,energy,1986-07-28,1986,209,204.84737284197075,0.9813614965407044,TRUE
TR,energy,1987-07-27,1987,208,206.55167994589553,0.9909737219747674,TRUE
TR,energy,1988-08-15,1988,228,199.4095838717442,0.9890241493710142,TRUE
TR,energy,1989-07-26,1989,207,207.41890521931094,0.9911628290614103,TRUE
TR,energy,1990-07-23,1990,204,217.65454125892157,0.9954457673522933,TRUE
TR,energy,1991-08-28,1991,240,213.26746633823092,0.9900495235213701,TRUE
TR,energy,1992-08-24,1992,237,218.21770918637554,0.977103048448954,TRUE
TR,energy,1993-08-25,1993,237,218.9353804627122,0.9918987830806738,TRUE
TR,energy,1994-07-26,1994,207,206.71116405064296,0.9922059694473002,TRUE
TR,energy,1995-08-09,1995,221,212.6970649633814,0.9886758519615568,TRUE
TR,energy,1996-09-06,1996,250,217.1128310227785,0.9748461079078355,TRUE
TR,energy,1997-07-30,1997,211,212.0816881016332,0.9969175140202545,TRUE
TR,energy,1998-08-13,1998,225,214.42996488063247,0.9877331489812008,TRUE
TR,energy,1999-07-27,1999,208,211.16853063954275,0.989288697369807,TRUE
TR,energy,2000-08-22,2000,235,213.5869789990363,0.9903263216344523,TRUE
TR,energy,2001-08-08,2001,220,211.48795123622463,0.9857869767221427,TRUE
TR,energy,2002-07-15,2002,196,212.3362621373997,0.9960234164226621,TRUE
TR,energy,2003-08-19,2003,231,216.22254732437463,0.9873712319370491,TRUE
TR,energy,2004-08-04,2004,217,217.99133385933703,0.9840550550136189,TRUE
TR,energy,2005-08-11,2005,223,214.5223360671486,0.9954883708504688,TRUE
TR,energy,2006-08-08,2006,220,212.34507493073943,0.9897651692157687,TRUE
TR,energy,2007-07-31,2007,212,211.2607220761418,0.9942568996943678,TRUE
TR,energy,2008-07-31,2008,213,218.67404609334613,0.9975063065077729,TRUE
TR,energy,2009-08-18,2009,230,215.52043329391367,0.9750912132746061,TRUE
TR,energy,2010-08-04,2010,216,217.38953297441142,0.9926951591853277,TRUE
TR,energy,2011-07-28,2011,209,212.95764222396147,0.9951099556928161,TRUE
TR,energy,2012-07-24,2012,206,213.86161937729784,0.9930138372442298,TRUE
TR,energy,2013-09-05,2013,248,211.29577840956006,0.9922901439342048,TRUE
TR,energy,2014-08-27,2014,239,220.64206951977982,0.994542516110633,TRUE
TR,energy,2015-07-30,2015,211,213.80610571741175,0.9877148724578395,TRUE
TR,energy,2016-08-19,2016,232,220.80306308166374,0.9938777499101371,TRUE
TR,energy,2017-08-10,2017,222,218.5447574385622,0.9926881662140703,TRUE
