lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2,weibull.max
TR,energy,2018-08-09,2018,221,216.446900625782,0.9891839970233695,TRUE
TR,energy,2019-07-18,2019,199,208.2605106636173,0.9924128268348538,TRUE
TR,energy,2020-07-06,2020,188,206.09035800905986,0.9911976853702003,TRUE
TR,stability,1981-08-26,1981,238,NA,NA,NA
TR,stability,1982-08-03,1982,215,204.3238936549861,0.9412034442921484,TRUE
TR,stability,1983-09-08,1983,251,243.14263380402048,0.8264551628919159,TRUE
TR,stability,1984-07-16,1984,198,209.58470346701512,0.8050802081598811,TRUE
TR,stability,1985-08-06,1985,218,221.41687087323984,0.9711211458536406,TRUE
TR,stability,1986-07-28,1986,209,221.11963588732343,0.9550901194036557,TRUE
TR,stability,1987-08-25,1987,237,244.29198942960628,0.9419739761070357,TRUE
TR,stability,1988-08-15,1988,228,228.39066501341273,0.889698428616911,TRUE
TR,stability,1989-07-11,1989,192,198.7675083535331,0.9169214202405689,TRUE
TR,stability,1990-08-07,1990,219,232.67381406654897,0.9623950424567871,TRUE
TR,stability,1991-07-03,1991,184,177.86393212622045,0.9412691003969857,TRUE
TR,stability,1992-08-24,1992,237,239.74774882084373,0.6971825587817893,TRUE
TR,stability,1993-07-27,1993,208,218.2115192397755,0.9279132080639462,TRUE
TR,stability,1994-08-08,1994,220,214.01342078936466,0.8382540054314915,TRUE
TR,stability,1995-08-24,1995,236,238.40212529600532,0.9296891659573719,TRUE
TR,stability,1996-07-09,1996,191,193.96205566443683,0.8355741224715681,TRUE
TR,stability,1997-07-02,1997,183,181.2577517314744,0.926696784185747,TRUE
TR,stability,1998-07-29,1998,210,233.39585777191587,0.825651055176728,TRUE
TR,stability,1999-09-08,1999,251,242.7967278831446,0.9207770289653024,TRUE
TR,stability,2000-09-19,2000,263,256.44612104834124,0.9310988734295755,TRUE
TR,stability,2001-09-07,2001,250,251.68265520783916,0.9373039771483409,TRUE
TR,stability,2002-07-02,2002,183,185.10618476720032,0.9182739130067499,TRUE
TR,stability,2003-08-19,2003,231,200.5853550171703,0.9486242692129383,TRUE
TR,stability,2004-08-19,2004,232,245.63634333193212,0.8772003356995501,TRUE
TR,stability,2005-07-27,2005,208,185.09238598922315,0.9372416031339833,TRUE
TR,stability,2006-07-24,2006,205,203.1312915757901,0.9404485251353091,TRUE
TR,stability,2007-09-12,2007,255,233.9403956987326,0.8671363020857172,TRUE
TR,stability,2008-08-27,2008,240,247.6760725773213,0.836912413128174,TRUE
TR,stability,2009-08-03,2009,215,206.9110883890163,0.9444891997579168,TRUE
TR,stability,2010-09-02,2010,245,239.06324869939587,0.9304462738719803,TRUE
TR,stability,2011-08-25,2011,237,228.3141558591574,0.9494341442248352,TRUE
TR,stability,2012-09-21,2012,265,240.2119667941519,0.8959759847217682,TRUE
TR,stability,2013-07-24,2013,205,210.34261089703736,0.9482183242933994,TRUE
TR,stability,2014-07-16,2014,197,199.31961949779094,0.9907039043381041,TRUE
TR,stability,2015-07-30,2015,211,214.4581414061933,0.8086164746241065,TRUE
TR,stability,2016-07-22,2016,204,220.38080487394828,0.9547565648598582,TRUE
TR,stability,2017-08-24,2017,236,230.7028374575332,0.8578092838742073,TRUE
TR,stability,2018-07-12,2018,193,197.97214926632546,0.7794128631692124,TRUE
TR,stability,2019-08-01,2019,213,216.58832033726077,0.9748229352147271,TRUE
TR,stability,2020-09-10,2020,254,232.79667471133416,0.9825291244635095,TRUE
TR,schmidt,1981-08-26,1981,238,NA,NA,NA
TR,schmidt,1982-07-19,1982,200,202.46388512316122,0.9891145162634185,TRUE
TR,schmidt,1983-07-18,1983,199,211.11023241967115,0.9850639325830881,TRUE
TR,schmidt,1984-08-15,1984,228,209.17055675401897,0.9770674628594629,TRUE
TR,schmidt,1985-08-06,1985,218,207.71748670758896,0.9593451319538367,TRUE
TR,schmidt,1986-07-28,1986,209,205.27946243943305,0.9645963179227688,TRUE
TR,schmidt,1987-07-27,1987,208,207.03021425077097,0.9694723865959413,TRUE
TR,schmidt,1988-08-15,1988,228,198.8845922950724,0.9614323338128865,TRUE
TR,schmidt,1989-07-26,1989,207,204.2498371621086,0.984667610190207,TRUE
TR,schmidt,1990-07-23,1990,204,207.84800605422672,0.9932995760835558,TRUE
TR,schmidt,1991-07-17,1991,198,201.59350984346474,0.9668535802697776,TRUE
TR,schmidt,1992-08-24,1992,237,219.9975480748356,0.9002319927148865,TRUE
TR,schmidt,1993-08-25,1993,237,214.4633457343371,0.9764353243480753,TRUE
TR,schmidt,1994-06-28,1994,179,188.21288021856915,0.9721338513708715,TRUE
TR,schmidt,1995-08-09,1995,221,209.2711488753092,0.9656982524851012,TRUE
TR,schmidt,1996-09-06,1996,250,227.291133972796,0.9306773838488761,TRUE
TR,schmidt,1997-07-30,1997,211,197.66415016894967,0.9862286734112404,TRUE
TR,schmidt,1998-07-16,1998,197,213.80469223331366,0.9701698116981406,TRUE
TR,schmidt,1999-07-27,1999,208,211.949920004079,0.9645144995730066,TRUE
TR,schmidt,2000-08-07,2000,220,211.8865189564607,0.9879560880134883,TRUE
TR,schmidt,2001-08-08,2001,220,213.83792532415453,0.9770413256032091,TRUE
TR,schmidt,2002-07-15,2002,196,196.3335938524743,0.9909771506154523,TRUE
TR,schmidt,2003-08-19,2003,231,217.23012150067547,0.963734988485288,TRUE
TR,schmidt,2004-08-04,2004,217,211.65749480288267,0.9360861557146405,TRUE
TR,schmidt,2005-07-13,2005,194,201.8203187127426,0.9812790741288987,TRUE
TR,schmidt,2006-08-08,2006,220,209.12145110573653,0.9745459054085134,TRUE
TR,schmidt,2007-07-31,2007,212,211.58273106957805,0.9755522851604468,TRUE
TR,schmidt,2008-07-31,2008,213,211.35888240216875,0.993460374191729,TRUE
TR,schmidt,2009-08-18,2009,230,186.9977241422037,0.9223722672615589,TRUE
TR,schmidt,2010-08-04,2010,216,211.0708748683805,0.968993275254887,TRUE
TR,schmidt,2011-07-28,2011,209,210.13881814098684,0.991782001553547,TRUE
TR,schmidt,2012-07-24,2012,206,203.64830495864047,0.9747104099925855,TRUE
TR,schmidt,2013-07-09,2013,190,197.98569138679957,0.9830342708733556,TRUE
TR,schmidt,2014-08-27,2014,239,216.3396648437064,0.9686670549212765,TRUE
TR,schmidt,2015-07-30,2015,211,209.15881144860018,0.9733529725748077,TRUE
TR,schmidt,2016-08-04,2016,217,215.91056013635338,0.990799619304003,TRUE
TR,schmidt,2017-07-27,2017,208,204.51503750308132,0.9579356500644787,TRUE
TR,schmidt,2018-07-12,2018,193,203.53063043387266,0.9868665323070018,TRUE
TR,schmidt,2019-07-18,2019,199,196.65614420770774,0.9780601697562675,TRUE
TR,schmidt,2020-07-06,2020,188,190.91756729321438,0.9865721976261486,TRUE
TR,minimum_oxygen,1981-07-02,1981,183,236.41934585273705,0.8270764253935796,TRUE
TR,minimum_oxygen,1982-09-27,1982,270,260.6030575648894,0.9354063102273641,TRUE
TR,minimum_oxygen,1983-09-08,1983,251,280.4501687370224,0.8683307257350079,TRUE
TR,minimum_oxygen,1984-09-04,1984,248,262.4049619228674,0.9372505441540656,TRUE
TR,minimum_oxygen,1985-09-12,1985,255,250.93930518660363,0.992126466650829,TRUE
TR,minimum_oxygen,1986-08-29,1986,241,247.78627432807744,0.9542755255443784,TRUE
TR,minimum_oxygen,1987-09-22,1987,265,263.6209019996838,0.9726412863406431,TRUE
TR,minimum_oxygen,1988-09-26,1988,270,266.55567337894786,0.9719966572459053,TRUE
TR,minimum_oxygen,1989-10-17,1989,290,277.254581134233,0.97197240827226306,TRUE
TR,minimum_oxygen,1990-09-18,1990,261,259.76535738655815,0.9922560707041193,TRUE
TR,minimum_oxygen,1991-09-27,1991,270,255.6294343797124,0.973153791607327,TRUE
TR,minimum_oxygen,1992-09-21,1992,265,260.13615303380243,0.9903144781143285,TRUE
TR,minimum_oxygen,1993-09-20,1993,263,254.7761999451669,0.9837873283702012,TRUE
TR,minimum_oxygen,1994-10-04,1994,277,235.5259315282249,0.965777809691828,TRUE
TR,minimum_oxygen,1995-09-21,1995,264,266.93950618203314,0.9550027555970235,TRUE
TR,minimum_oxygen,1996-09-16,1996,260,263.116549789275,0.9720886785226367,TRUE
TR,minimum_oxygen,1997-09-23,1997,266,276.0118810562726,0.9800145541801566,TRUE
TR,minimum_oxygen,1998-09-23,1998,266,272.0695602531221,0.9252064581960631,TRUE
TR,minimum_oxygen,1999-09-21,1999,264,256.863873597181,0.9132762160602503,TRUE
TR,minimum_oxygen,2000-09-05,2000,249,259.2412543868474,0.9711553301437424,TRUE
TR,minimum_oxygen,2001-10-03,2001,276,264.5436571218366,0.9794382571548308,TRUE
TR,minimum_oxygen,2002-09-25,2002,268,271.01231315586523,0.987514822511265,TRUE
TR,minimum_oxygen,2003-09-30,2003,273,272.0135409802255,0.9789023333091182,TRUE
TR,minimum_oxygen,2004-08-19,2004,232,262.2024082434235,0.9506650544124612,TRUE
TR,minimum_oxygen,2005-10-07,2005,280,275.0337584838602,0.9268325959003666,TRUE
TR,minimum_oxygen,2006-09-20,2006,263,262.04600656765274,0.981202683251498,TRUE
TR,minimum_oxygen,2007-10-11,2007,284,273.49624513930394,0.9462977701328099,TRUE
TR,minimum_oxygen,2008-09-10,2008,254,258.9284723899622,0.9104641602368502,TRUE
TR,minimum_oxygen,2009-08-18,2009,230,272.24678663072837,0.9108362956216979,TRUE
TR,minimum_oxygen,2010-09-13,2010,256,277.5294587406801,0.9769407475658158,TRUE
TR,minimum_oxygen,2011-10-05,2011,278,259.2294965367917,0.9858989685815396,TRUE
TR,minimum_oxygen,2012-10-02,2012,276,266.7725549900674,0.9457255535742464,TRUE
TR,minimum_oxygen,2013-10-14,2013,287,286.7769744079125,0.975621590834018,TRUE
TR,minimum_oxygen,2014-09-23,2014,266,269.76731126016574,0.96970895753421,TRUE
TR,minimum_oxygen,2015-10-08,2015,281,276.62655304632074,0.9946992720648699,TRUE
TR,minimum_oxygen,2016-09-29,2016,273,280.2680497003095,0.9953346615232765,TRUE
TR,minimum_oxygen,2017-10-05,2017,278,279.8843912787021,0.9752744669171337,TRUE
TR,minimum_oxygen,2018-09-20,2018,263,275.0969490252324,0.965381208160245,TRUE
TR,minimum_oxygen,2019-10-10,2019,283,277.9158328954045,0.975472573961115,TRUE
TR,minimum_oxygen,2020-10-16,2020,290,279.4971382561021,0.988919211330263,TRUE
WI,straton,1996-05-30,1996,151,209.84788363226215,0.532200007489529,TRUE
WI,straton,1997-06-11,1997,162,161.9939918555105,0.9534379804867646,TRUE
WI,straton,1998-04-23,1998,113,92.3778947323912,0.4498158227607141,TRUE
WI,straton,1999-04-13,1999,103,148.47100990383186,0.6653551666330493,TRUE
WI,straton,2000-05-24,2000,145,131.22254398170966,0.27162121946315254,TRUE
WI,straton,2001-07-03,2001,184,168.700599295545,0.7171195667768404,TRUE
WI,straton,2002-06-06,2002,157,72.46773388682173,0.5385397577355333,TRUE
WI,straton,2003-06-25,2003,176,163.43671826178806,0.5804745068051083,TRUE
WI,straton,2004-05-13,2004,134,186.90875736533303,0.7197984775975226,TRUE
WI,straton,2005-05-25,2005,145,117.86027679185968,0.29999123155670504,TRUE
WI,straton,2006-05-17,2006,137,134.84609603985842,0.8649481856976451,TRUE
WI,straton,2007-05-30,2007,150,132.417856085067,0.8346065707296512,TRUE
WI,straton,2008-05-29,2008,150,138.1751929007469,0.891640408574057,TRUE
WI,straton,2009-06-11,2009,162,147.26824626476645,0.9369076084240583,TRUE
WI,straton,2010-05-26,2010,146,132.43725397697506,0.8785300834042654,TRUE
WI,straton,2011-08-10,2011,222,201.1584550577468,0.7309792155273105,TRUE
WI,straton,2012-05-17,2012,138,123.36336752912746,0.872667049675752,TRUE
WI,straton,2013-05-15,2013,135,123.90133939193414,0.8643253506329364,TRUE
WI,straton,2014-06-03,2014,154,126.46279564706172,0.4238960915849417,TRUE
WI,straton,2015-04-17,2015,107,77.59558480710466,0.6629121856675122,TRUE
WI,straton,2016-05-25,2016,146,137.35642320353503,0.5369695323808892,TRUE
WI,straton,2017-05-04,2017,124,107.05377625444973,0.48633215856329537,TRUE
WI,straton,2018-04-26,2018,116,114.7877861277845,0.7430327111549553,TRUE
WI,straton,2019-05-15,2019,135,86.61637849190353,0.565095839597376,TRUE
WI,straton,2020-06-08,2020,160,NA,NA,NA
WI,stratoff,1996-10-15,1996,289,263.7841541660381,0.532200007489529,TRUE
WI,stratoff,1997-07-25,1997,206,211.76123123208373,0.9534379804867646,TRUE
WI,stratoff,1998-08-31,1998,243,322.7922183884069,0.4498158227607141,TRUE
WI,stratoff,1999-06-22,1999,173,184.9058203415587,0.6653551666330493,TRUE
WI,stratoff,2000-08-29,2000,242,332.1087050236657,0.27162121946315254,TRUE
WI,stratoff,2001-08-28,2001,240,263.38643697088725,0.7171195667768404,TRUE
WI,stratoff,2002-09-26,2002,269,289.16186648640627,0.5385397577355333,TRUE
WI,stratoff,2003-08-07,2003,219,268.8456057421041,0.5804745068051083,TRUE
WI,stratoff,2004-07-22,2004,204,212.85226987286418,0.7197984775975226,TRUE
WI,stratoff,2005-06-22,2005,173,331.47182649082004,0.29999123155670504,TRUE
WI,stratoff,2006-09-14,2006,257,169.04563703789267,0.8649481856976451,TRUE
WI,stratoff,2007-09-05,2007,248,187.0643440736,0.8346065707296512,TRUE
WI,stratoff,2008-07-22,2008,204,235.51854294337338,0.891640408574057,TRUE
WI,stratoff,2009-07-21,2009,202,205.6582400119358,0.9369076084240583,TRUE
WI,stratoff,2010-08-31,2010,243,157.16464300949707,0.8785300834042654,TRUE
WI,stratoff,2011-10-05,2011,278,294.7175254533011,0.7309792155273105,TRUE
WI,stratoff,2012-08-24,2012,237,245.08310813129282,0.872667049675752,TRUE
WI,stratoff,2013-08-19,2013,231,245.28025218678528,0.8643253506329364,TRUE
WI,stratoff,2014-09-08,2014,251,261.9174415482038,0.4238960915849417,TRUE
WI,stratoff,2015-09-08,2015,251,278.5505490395886,0.6629121856675122,TRUE
WI,stratoff,2016-09-08,2016,252,299.73100871124075,0.5369695323808892,TRUE
WI,stratoff,2017-08-21,2017,233,252.5358588848385,0.48633215856329537,TRUE
WI,stratoff,2018-08-21,2018,233,238.17610717906854,0.7430327111549553,TRUE
WI,stratoff,2019-08-07,2019,219,237.73516899537654,0.565095839597376,TRUE
WI,stratoff,2020-08-06,2020,219,NA,NA,NA
WI,energy,1996-08-07,1996,220,225.4874523395846,0.9744589551067931,TRUE
WI,energy,1997-06-24,1997,175,192.83499354969183,0.9673076124285024,TRUE
WI,energy,1998-06-24,1998,175,217.62497370456776,0.9578344414933084,TRUE
WI,energy,1999-08-03,1999,215,201.44135811652944,0.9813398834825358,TRUE
WI,energy,2000-08-14,2000,227,206.85839997237525,0.9302113613702796,TRUE
WI,energy,2001-08-01,2001,213,214.9169897141315,0.942116535812459,TRUE
WI,energy,2002-07-18,2002,199,213.44730247782863,0.9652031822059141,TRUE
WI,energy,2003-08-22,2003,234,208.5548712668944,0.9693506860589431,TRUE
WI,energy,2004-07-22,2004,204,199.21298133853747,0.9515944113560597,TRUE
WI,energy,2005-08-04,2005,216,209.35055275681282,0.9434538664643098,TRUE
WI,energy,2006-08-09,2006,221,208.81164340919935,0.9163925195706459,TRUE
WI,energy,2007-07-11,2007,192,192.1054980920488,0.9671617908909562,TRUE
WI,energy,2008-07-22,2008,204,207.60117885854496,0.9949374460862915,TRUE
WI,energy,2009-08-17,2009,229,200.34947445172116,0.9497282925575783,TRUE
WI,energy,2010-07-21,2010,202,208.3279279816028,0.9524498596842974,TRUE
WI,energy,2011-07-26,2011,207,207.51095793446223,0.9896907071614678,TRUE
WI,energy,2012-07-12,2012,194,208.73354907205282,0.9834805085876441,TRUE
WI,energy,2013-07-22,2013,203,214.44890779345423,0.9823373251847471,TRUE
WI,energy,2014-06-24,2014,175,191.45492198971075,0.9873513944042103,TRUE
WI,energy,2015-08-17,2015,229,205.28728998732922,0.9544998778912229,TRUE
WI,energy,2016-08-17,2016,230,211.2576249099004,0.9704346161611752,TRUE
WI,energy,2017-06-14,2017,165,201.92501705942624,0.8769510054282194,TRUE
WI,energy,2018-07-13,2018,194,190.34627622783293,0.9686281336378862,TRUE
WI,energy,2019-07-11,2019,192,206.30170892524623,0.9817397666641048,TRUE
WI,energy,2020-06-08,2020,160,NA,NA,NA
WI,stability,1996-08-07,1996,220,218.2806270714801,0.7676516870616931,TRUE
WI,stability,1997-06-24,1997,175,168.68912734780312,0.8893288852552623,TRUE
WI,stability,1998-06-24,1998,175,177.92867845530887,0.5798683170150534,TRUE
WI,stability,1999-06-08,1999,159,158.88949454666326,0.8043464041817832,TRUE
WI,stability,2000-05-24,2000,145,139.3575978190703,0.31112329243360803,TRUE
WI,stability,2001-08-01,2001,213,187.29773183105203,0.7688975042490718,TRUE
WI,stability,2002-09-26,2002,269,265.46624381154663,0.660379425671251,TRUE
WI,stability,2003-06-25,2003,176,173.47070799887206,0.6964576475590287,TRUE
WI,stability,2004-05-13,2004,134,129.2267708150626,0.32903878437856837,TRUE
WI,stability,2005-06-22,2005,173,169.53786642883728,0.34419657051483654,TRUE
WI,stability,2006-06-01,2006,152,151.4894143383521,0.8414890847808081,TRUE
WI,stability,2007-06-13,2007,164,164.71156576661568,0.6618550543050978,TRUE
WI,stability,2008-07-22,2008,204,195.70954795815982,0.7642697547600965,TRUE
WI,stability,2009-06-22,2009,173,171.95083925252575,0.874469924983154,TRUE
WI,stability,2010-05-26,2010,146,145.72451116548035,0.862810259736776,TRUE
WI,stability,2011-10-05,2011,278,269.7868606797079,0.5170460203694759,TRUE
WI,stability,2012-08-08,2012,221,222.56844983325522,0.8419281673061095,TRUE
WI,stability,2013-08-08,2013,220,204.34003470102655,0.9207624807871806,TRUE
WI,stability,2014-07-23,2014,204,180.45295131813242,0.38631795674518277,TRUE
WI,stability,2015-09-08,2015,251,257.999758082934,0.5388999467400499,TRUE
WI,stability,2016-05-25,2016,146,142.57735841798035,0.48305684345905386,TRUE
WI,stability,2017-07-12,2017,193,192.30964945203198,0.5063609956249566,TRUE
WI,stability,2018-05-31,2018,151,144.6297062953531,0.629769985024039,TRUE
WI,stability,2019-06-26,2019,177,205.77831279797087,0.5433780289686341,TRUE
WI,stability,2020-06-08,2020,160,NA,NA,NA
WI,schmidt,1996-05-30,1996,151,141.82646275134312,0.23270987751204775,TRUE
WI,schmidt,1997-06-24,1997,175,163.06166395332397,0.9056637232567691,TRUE
WI,schmidt,1998-05-24,1998,144,114.83084530827593,0.5031144870481935,TRUE
WI,schmidt,1999-06-22,1999,173,167.8784023186475,0.7155912074312548,TRUE
WI,schmidt,2000-08-29,2000,242,260.96510658855397,0.45354729588681386,TRUE
WI,schmidt,2001-08-01,2001,213,186.11368692762315,0.6752291644667693,TRUE
WI,schmidt,2002-09-26,2002,269,272.4395165297438,0.5074128263897721,TRUE
WI,schmidt,2003-06-25,2003,176,172.42308870463998,0.618780043901699,TRUE
WI,schmidt,2004-07-22,2004,204,203.44396133630661,0.857315170037757,TRUE
WI,schmidt,2005-06-22,2005,173,144.46413488042475,0.4746576855894483,TRUE
WI,schmidt,2006-06-01,2006,152,147.21191698767385,0.6401770296624427,TRUE
WI,schmidt,2007-06-26,2007,177,169.9233263888727,0.8768756013889729,TRUE
WI,schmidt,2008-06-25,2008,177,180.5264057109383,0.8867668943148987,TRUE
WI,schmidt,2009-07-07,2009,188,182.67248620047653,0.9188777738395776,TRUE
WI,schmidt,2010-05-26,2010,146,145.59809046669514,0.9364507984076915,TRUE
WI,schmidt,2011-10-05,2011,278,277.1675016825541,0.5607510047390902,TRUE
WI,schmidt,2012-08-24,2012,237,236.8105149066613,0.7086286724258644,TRUE
WI,schmidt,2013-07-10,2013,191,196.57896051387763,0.756706914123161,TRUE
WI,schmidt,2014-06-24,2014,175,170.94027974283082,0.5686710564107993,TRUE
WI,schmidt,2015-07-10,2015,191,184.87677385436103,0.5645049499583179,TRUE
WI,schmidt,2016-05-25,2016,146,142.68305560595104,0.4193377501698087,TRUE
WI,schmidt,2017-08-21,2017,233,232.25043818720943,0.6033837506077379,TRUE
WI,schmidt,2018-05-31,2018,151,141.47107173719215,0.7256762325523687,TRUE
WI,schmidt,2019-06-26,2019,177,189.56059450913625,0.4679393514957143,TRUE
WI,schmidt,2020-08-06,2020,219,NA,NA,NA
WI,minimum_oxygen,1996-07-10,1996,192,189.79089501949684,0.9185032885051111,TRUE
WI,minimum_oxygen,1997-06-24,1997,175,209.21613545920997,0.8324539858149793,TRUE
WI,minimum_oxygen,1998-06-10,1998,161,160.32404348899007,0.5016942847537282,TRUE
WI,minimum_oxygen,1999-07-09,1999,190,196.99523841291636,0.7451479375372779,TRUE
WI,minimum_oxygen,2000-08-01,2000,214,201.09670394049937,0.570067391685125,TRUE
WI,minimum_oxygen,2001-07-16,2001,197,172.30773905579636,0.8947675553769885,FALSE
WI,minimum_oxygen,2002-07-03,2002,184,183.02103873956747,0.988012580579339,TRUE
WI,minimum_oxygen,2003-08-22,2003,234,228.4140996113179,0.8809146320073464,TRUE
WI,minimum_oxygen,2004-06-24,2004,176,156.0078510860549,0.8429068727195126,TRUE
WI,minimum_oxygen,2005-08-04,2005,216,186.14195512462587,0.7113918788269672,TRUE
WI,minimum_oxygen,2006-08-09,2006,221,196.08729342736842,0.8621398544797048,TRUE
WI,minimum_oxygen,2007-07-11,2007,192,192.98960387313116,0.7686636864173652,TRUE
WI,minimum_oxygen,2008-07-09,2008,191,227.44450541772503,0.8657759524608184,TRUE
WI,minimum_oxygen,2009-08-17,2009,229,219.40984039337576,0.904087465899748,TRUE
WI,minimum_oxygen,2010-07-07,2010,188,167.41530251866945,0.9660111281957442,TRUE
WI,minimum_oxygen,2011-08-10,2011,222,226.45586334732658,0.9963197310344122,FALSE
WI,minimum_oxygen,2012-08-08,2012,221,242.53469359122687,0.5804282051056353,TRUE
WI,minimum_oxygen,2013-09-09,2013,252,177.59067652310057,0.7003953586317411,TRUE
WI,minimum_oxygen,2014-09-08,2014,251,247.4516226482562,0.8578724586218418,TRUE
WI,minimum_oxygen,2015-09-08,2015,251,248.87060620037275,0.6684310737448935,TRUE
WI,minimum_oxygen,2016-09-08,2016,252,250.45832058732196,0.7625108965698004,TRUE
WI,minimum_oxygen,2017-10-02,2017,275,248.0204610734928,0.9480199376439187,TRUE
WI,minimum_oxygen,2018-08-21,2018,233,218.03341620424698,0.9004188651774636,TRUE
WI,minimum_oxygen,2019-08-19,2019,231,229.70922428984557,0.8827621592241638,TRUE
WI,minimum_oxygen,2020-10-02,2020,276,NA,NA,NA
