lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2
SP,totnf_surfMax,2015-04-23,2015,113,137,0.2195512446035317
SP,totnuf_surfMax,2015-11-17,2015,321,317,0.7335284802967098
SP,totpuf_surfMax,2015-04-23,2015,113,113,0.5514623445390054
SP,doc_surfMax,2016-07-21,2016,203,NA,NA
SP,drsif_surfMax,2016-05-24,2016,145,138,0.6947203436563371
SP,no3no2_surfMax,2016-09-12,2016,256,256,0.8121291866754016
SP,ph_surfMax,2016-08-18,2016,231,226,0.937023132463563
SP,totnf_surfMax,2016-08-18,2016,231,231,0.713921873112129
SP,totnuf_surfMax,2016-10-12,2016,286,273,0.4229823010315381
SP,totpuf_surfMax,2016-05-24,2016,145,139,0.20915171509300268
SP,doc_surfMax,2017-07-10,2017,191,202,0.9278423928149311
SP,drsif_surfMax,2017-04-17,2017,107,-999,-999
SP,no3no2_surfMax,2017-06-12,2017,163,-999,-999
SP,ph_surfMax,2017-10-02,2017,275,216,0.7069588601837498
SP,totnf_surfMax,2017-11-13,2017,317,317,0.8844356787552649
SP,totnuf_surfMax,2017-11-13,2017,317,314,0.40791857162412926
SP,totpuf_surfMax,2017-06-12,2017,163,-999,-999
SP,doc_surfMax,2018-07-11,2018,192,NA,NA
SP,drsif_surfMax,2018-05-15,2018,135,NA,NA
SP,no3no2_surfMax,2018-05-15,2018,135,NA,NA
SP,ph_surfMax,2018-07-11,2018,192,NA,NA
SP,totnf_surfMax,2018-05-15,2018,135,NA,NA
SP,totnuf_surfMax,2018-05-15,2018,135,NA,NA
SP,totpuf_surfMax,2018-11-12,2018,316,NA,NA
TB,drsif_surfMax,1982-05-24,1982,144,-999,-999
TB,no3no2_surfMax,1982-07-07,1982,188,191,0.5294938402041391
TB,ph_surfMax,1982-08-19,1982,231,214,0.2139447884362049
TB,drsif_surfMax,1983-11-14,1983,318,318,0.9944624219776788
TB,no3no2_surfMax,1983-05-09,1983,129,NA,NA
TB,ph_surfMax,1983-06-09,1983,160,174,0.41126955360786455
TB,drsif_surfMax,1984-11-08,1984,313,313,0.8210819476110423
TB,no3no2_surfMax,1984-11-08,1984,313,-999,-999
TB,ph_surfMax,1984-06-19,1984,171,190,0.7891998732330396
TB,drsif_surfMax,1985-11-12,1985,316,-999,-999
TB,no3no2_surfMax,1985-05-31,1985,151,150,0.8095777156376456
TB,ph_surfMax,1985-04-29,1985,119,119,0.7026189733583047
TB,doc_surfMax,1986-04-21,1986,111,111,0.041431764686453154
TB,drsif_surfMax,1986-11-07,1986,311,311,0.7260496031753314
TB,no3no2_surfMax,1986-08-13,1986,225,225,0.4195473725850022
TB,ph_surfMax,1986-07-15,1986,196,191,0.37779380373382065
TB,totnf_surfMax,1986-11-07,1986,311,311,0.7836386928758381
TB,totnuf_surfMax,1986-07-15,1986,196,111,0.674964439440443
TB,totpuf_surfMax,1986-04-21,1986,111,111,0.26458596800998146
TB,doc_surfMax,1987-11-02,1987,306,306,0.9169323026138344
TB,drsif_surfMax,1987-11-02,1987,306,-999,-999
TB,no3no2_surfMax,1987-07-16,1987,197,NA,NA
TB,ph_surfMax,1987-08-12,1987,224,199,0.14997047249958795
TB,totnf_surfMax,1987-11-02,1987,306,-999,-999
TB,totnuf_surfMax,1987-09-10,1987,253,-999,-999
TB,totpuf_surfMax,1987-05-18,1987,138,138,0.8977815733528038
TB,doc_surfMax,1988-04-21,1988,112,112,0.5314594017315475
TB,drsif_surfMax,1988-04-21,1988,112,112,0.5252155953539921
TB,no3no2_surfMax,1988-06-20,1988,172,160,0.9579725454628951
TB,ph_surfMax,1988-08-16,1988,229,220,0.8990834110219701
TB,totnf_surfMax,1988-05-24,1988,145,137,0.7023547225452567
TB,totnuf_surfMax,1988-04-21,1988,112,112,0.9152129793540769
TB,totpuf_surfMax,1988-04-21,1988,112,112,0.9183258209164662
TB,doc_surfMax,1989-10-16,1989,289,NA,NA
TB,drsif_surfMax,1989-11-07,1989,311,311,0.9938906039749653
TB,no3no2_surfMax,1989-06-27,1989,178,177,0.9461014433173561
TB,ph_surfMax,1989-11-07,1989,311,123,0.07153132742815427
TB,totnf_surfMax,1989-06-27,1989,178,163,0.024799798197245204
TB,totnuf_surfMax,1989-05-29,1989,149,141,0.06712682740362252
TB,totpuf_surfMax,1989-05-29,1989,149,149,0.9260420178993066
TB,doc_surfMax,1990-09-17,1990,260,NA,NA
TB,drsif_surfMax,1990-11-08,1990,312,312,0.9500745891072858
TB,no3no2_surfMax,1990-11-08,1990,312,311,0.7844074715142383
TB,ph_surfMax,1990-05-01,1990,121,136,0.4798727526158546
TB,totnf_surfMax,1990-11-08,1990,312,312,0.7707217234932324
TB,totnuf_surfMax,1990-11-08,1990,312,-999,-999
TB,totpuf_surfMax,1990-11-08,1990,312,-999,-999
TB,doc_surfMax,1991-09-24,1991,267,272,0.9358128806628316
TB,drsif_surfMax,1991-11-04,1991,308,-999,-999
TB,no3no2_surfMax,1991-07-29,1991,210,210,0.8526834879697023
TB,ph_surfMax,1991-06-05,1991,156,150,0.2659912517541104
TB,totnf_surfMax,1991-09-24,1991,267,269,0.6953212481406625
TB,totnuf_surfMax,1991-11-04,1991,308,308,0.8015200696944444
TB,totpuf_surfMax,1991-11-04,1991,308,308,0.5178838435481676
TB,doc_surfMax,1992-11-05,1992,310,308,0.9095569756486199
TB,drsif_surfMax,1992-11-05,1992,310,-999,-999
TB,no3no2_surfMax,1992-10-21,1992,295,-999,-999
TB,ph_surfMax,1992-11-05,1992,310,125,-0.1440142840947174
TB,totnf_surfMax,1992-11-05,1992,310,-999,-999
TB,totnuf_surfMax,1992-11-05,1992,310,-999,-999
TB,totpuf_surfMax,1992-05-04,1992,125,125,0.5872951915896469
TB,doc_surfMax,1993-11-02,1993,306,306,0.9732845222577066
TB,drsif_surfMax,1993-11-02,1993,306,-999,-999
TB,no3no2_surfMax,1993-06-03,1993,154,153,0.7898034746105433
TB,ph_surfMax,1993-07-26,1993,207,-999,-999
TB,totnf_surfMax,1993-11-02,1993,306,-999,-999
TB,totnuf_surfMax,1993-09-22,1993,265,263,0.6944992833060835
TB,totpuf_surfMax,1993-09-22,1993,265,306,0.05071510294759041
TB,doc_surfMax,1994-11-14,1994,318,310,0.912562333000268
TB,drsif_surfMax,1994-07-25,1994,206,205,0.4855226387047419
TB,no3no2_surfMax,1994-07-25,1994,206,208,0.7301587213704865
TB,ph_surfMax,1994-06-28,1994,179,176,0.5853859441926921
TB,totnf_surfMax,1994-06-02,1994,153,153,0.7055125111827263
TB,totnuf_surfMax,1994-06-02,1994,153,150,0.7868186333627518
TB,totpuf_surfMax,1994-05-03,1994,123,123,0.6246676112291955
TB,doc_surfMax,1995-11-09,1995,313,-999,-999
TB,drsif_surfMax,1995-11-09,1995,313,-999,-999
TB,no3no2_surfMax,1995-11-09,1995,313,313,0.6118111010708692
TB,ph_surfMax,1995-07-25,1995,206,NA,NA
TB,totnf_surfMax,1995-11-09,1995,313,-999,-999
TB,totnuf_surfMax,1995-11-09,1995,313,313,0.9154503530473719
TB,totpuf_surfMax,1995-11-09,1995,313,-999,-999
TB,doc_surfMax,1996-11-04,1996,309,NA,NA
TB,drsif_surfMax,1996-11-04,1996,309,NA,NA
TB,no3no2_surfMax,1996-05-10,1996,131,NA,NA
TB,ph_surfMax,1996-07-11,1996,193,NA,NA
TB,totnf_surfMax,1996-05-10,1996,131,NA,NA
TB,totnuf_surfMax,1996-05-10,1996,131,NA,NA
TB,totpuf_surfMax,1996-05-10,1996,131,NA,NA
TB,doc_surfMax,1997-09-24,1997,267,-999,-999
TB,drsif_surfMax,1997-11-06,1997,310,310,0.9627413410529504
TB,no3no2_surfMax,1997-11-06,1997,310,-999,-999
TB,ph_surfMax,1997-07-28,1997,209,192,0.8538633485936521
TB,totnf_surfMax,1997-09-24,1997,267,267,0.7536796540877867
TB,totnuf_surfMax,1997-09-24,1997,267,265,0.7131939550007222
TB,totpuf_surfMax,1997-09-24,1997,267,266,0.9112710034957808
TB,doc_surfMax,1998-11-12,1998,316,-999,-999
TB,drsif_surfMax,1998-11-12,1998,316,315,0.6230571681512937
TB,no3no2_surfMax,1998-07-14,1998,195,194,0.9250859346692468
TB,ph_surfMax,1998-08-10,1998,222,219,0.94949162733033
TB,totnf_surfMax,1998-10-06,1998,279,-999,-999
TB,totnuf_surfMax,1998-10-06,1998,279,-999,-999
TB,totpuf_surfMax,1998-10-06,1998,279,280,0.952106313238597
TB,doc_surfMax,1999-09-20,1999,263,265,0.8848477688583098
TB,drsif_surfMax,1999-11-04,1999,308,308,0.9586914483851293
TB,no3no2_surfMax,1999-06-03,1999,154,-999,-999
TB,ph_surfMax,1999-05-06,1999,126,126,0.37287824677750214
TB,totnf_surfMax,1999-11-04,1999,308,308,0.5008508128985683
TB,totnuf_surfMax,1999-05-06,1999,126,126,0.8137575764154921
TB,totpuf_surfMax,1999-05-06,1999,126,126,0.7805253412114317
TB,doc_surfMax,2000-07-25,2000,207,207,0.8527411816363393
TB,drsif_surfMax,2000-05-03,2000,124,-999,-999
TB,no3no2_surfMax,2000-11-14,2000,319,-999,-999
TB,ph_surfMax,2000-06-02,2000,154,158,0.94335805574682
TB,totnf_surfMax,2000-11-14,2000,319,319,0.651722283835612
TB,totnuf_surfMax,2000-09-20,2000,264,255,0.43424181879761314
TB,totpuf_surfMax,2000-05-03,2000,124,125,0.37103364358064095
TB,doc_surfMax,2001-11-16,2001,320,320,0.7951279766058319
TB,drsif_surfMax,2001-11-16,2001,320,-999,-999
TB,no3no2_surfMax,2001-08-21,2001,233,233,0.2960157693033072
TB,ph_surfMax,2001-05-01,2001,121,129,0.7310472937454711
TB,totnf_surfMax,2001-09-18,2001,261,260,0.4838708124884519
TB,totnuf_surfMax,2001-05-01,2001,121,121,0.5662218429436157
TB,totpuf_surfMax,2001-11-16,2001,320,-999,-999
TB,doc_surfMax,2002-11-04,2002,308,NA,NA
TB,drsif_surfMax,2002-11-04,2002,308,NA,NA
TB,no3no2_surfMax,2002-07-16,2002,197,NA,NA
TB,ph_surfMax,2002-06-17,2002,168,NA,NA
TB,totnf_surfMax,2002-08-12,2002,224,NA,NA
TB,totnuf_surfMax,2002-10-07,2002,280,NA,NA
TB,totpuf_surfMax,2002-11-04,2002,308,NA,NA
TB,doc_surfMax,2003-11-07,2003,311,311,0.934049987296342
TB,drsif_surfMax,2003-11-07,2003,311,-999,-999
TB,no3no2_surfMax,2003-07-21,2003,202,202,0.7209727665966554
TB,ph_surfMax,2003-07-21,2003,202,186,0.45223644508390615
TB,totnf_surfMax,2003-07-21,2003,202,-999,-999
TB,totnuf_surfMax,2003-05-05,2003,125,125,0.04099570417831366
TB,totpuf_surfMax,2003-09-19,2003,262,260,0.5891647897887615
TB,doc_surfMax,2004-11-11,2004,316,309,0.7752578592309443
TB,drsif_surfMax,2004-11-11,2004,316,316,0.7457131600626936
TB,no3no2_surfMax,2004-09-10,2004,254,254,0.9702482867233824
TB,ph_surfMax,2004-07-19,2004,201,229,0.2754555562273264
TB,totnf_surfMax,2004-11-11,2004,316,316,0.9743930081766419
TB,totnuf_surfMax,2004-11-11,2004,316,-999,-999
TB,totpuf_surfMax,2004-04-26,2004,117,117,0.8216622040398023
TB,doc_surfMax,2005-11-17,2005,321,318,0.3333777227503988
TB,drsif_surfMax,2005-11-17,2005,321,321,0.961952048409332
TB,no3no2_surfMax,2005-11-17,2005,321,-999,-999
TB,ph_surfMax,2005-07-11,2005,192,186,0.47939345955006096
TB,totnf_surfMax,2005-11-17,2005,321,-999,-999
TB,totnuf_surfMax,2005-11-17,2005,321,307,0.7416973030779739
TB,totpuf_surfMax,2005-10-05,2005,278,280,0.737628730339859
TB,doc_surfMax,2006-11-01,2006,305,NA,NA
TB,drsif_surfMax,2006-11-01,2006,305,-999,-999
TB,no3no2_surfMax,2006-08-08,2006,220,305,0.6060639229773455
TB,ph_surfMax,2006-10-02,2006,275,280,0.7698556733548608
TB,totnf_surfMax,2006-11-01,2006,305,301,0.9449166289854112
TB,totnuf_surfMax,2006-04-18,2006,108,108,0.38615570114821574
TB,totpuf_surfMax,2006-04-18,2006,108,108,0.8987720748669765
TB,doc_surfMax,2007-11-15,2007,319,NA,NA
TB,drsif_surfMax,2007-11-15,2007,319,-999,-999
TB,no3no2_surfMax,2007-09-13,2007,256,247,0.8457935356282147
TB,ph_surfMax,2007-07-17,2007,198,204,0.6324866483313455
TB,totnf_surfMax,2007-11-15,2007,319,317,0.7804196245812015
TB,totnuf_surfMax,2007-08-13,2007,225,226,0.8950605681671205
TB,totpuf_surfMax,2007-11-15,2007,319,-999,-999
TB,doc_surfMax,2008-11-11,2008,316,316,0.7622650819809782
TB,drsif_surfMax,2008-11-11,2008,316,-999,-999
TB,no3no2_surfMax,2008-11-11,2008,316,-999,-999
TB,ph_surfMax,2008-11-11,2008,316,316,0.4700245377719465
TB,totnf_surfMax,2008-11-11,2008,316,316,0.4568537192240104
TB,totnuf_surfMax,2008-11-11,2008,316,316,0.8753894319929636
TB,totpuf_surfMax,2008-06-30,2008,182,-999,-999
TB,doc_surfMax,2009-04-28,2009,118,-999,-999
TB,drsif_surfMax,2009-11-16,2009,320,-999,-999
TB,no3no2_surfMax,2009-04-28,2009,118,118,0.8408511960517091
TB,ph_surfMax,2009-05-29,2009,149,148,0.6778009762994475
TB,totnf_surfMax,2009-04-28,2009,118,118,0.38097220657828923
TB,totnuf_surfMax,2009-04-28,2009,118,118,0.955223105043512
TB,totpuf_surfMax,2009-04-28,2009,118,118,0.9855765689352205
TB,doc_surfMax,2010-11-15,2010,319,-999,-999
TB,drsif_surfMax,2010-11-15,2010,319,319,0.9448324476937138
TB,no3no2_surfMax,2010-10-26,2010,299,305,0.8614706325347119
TB,ph_surfMax,2010-06-10,2010,161,151,0.48243209864729153
TB,totnf_surfMax,2010-11-15,2010,319,319,0.9334062581446705
TB,totnuf_surfMax,2010-11-15,2010,319,-999,-999
TB,totpuf_surfMax,2010-04-13,2010,103,103,0.520979192709206
TB,doc_surfMax,2011-09-20,2011,263,NA,NA
TB,drsif_surfMax,2011-05-03,2011,123,NA,NA
TB,no3no2_surfMax,2011-09-20,2011,263,NA,NA
TB,ph_surfMax,2011-09-20,2011,263,257,0.6137261242616661
TB,totnf_surfMax,2011-05-03,2011,123,123,0.058427711620247735
TB,totnuf_surfMax,2011-05-03,2011,123,123,0.05019622674919644
TB,totpuf_surfMax,2011-11-11,2011,315,-999,-999
TB,doc_surfMax,2012-11-05,2012,310,310,0.7274829027026398
TB,drsif_surfMax,2012-11-05,2012,310,310,0.6074636475522888
TB,no3no2_surfMax,2012-05-30,2012,151,-999,-999
TB,ph_surfMax,2012-11-05,2012,310,301,0.8426315282607234
TB,totnf_surfMax,2012-11-05,2012,310,NA,NA
TB,totnuf_surfMax,2012-11-05,2012,310,310,0.963877013592307
TB,totpuf_surfMax,2012-09-19,2012,263,-999,-999
TB,doc_surfMax,2013-11-08,2013,312,-999,-999
TB,drsif_surfMax,2013-11-08,2013,312,312,0.9566068734512988
TB,no3no2_surfMax,2013-09-04,2013,247,245,0.9568061332054465
TB,ph_surfMax,2013-05-13,2013,133,135,0.962406273646322
TB,totnf_surfMax,2013-09-04,2013,247,245,0.6710228909424244
TB,totnuf_surfMax,2013-08-06,2013,218,216,0.11838375948259772
TB,totpuf_surfMax,2013-07-10,2013,191,190,0.8076858518253011
TB,doc_surfMax,2014-11-07,2014,311,NA,NA
TB,drsif_surfMax,2014-11-07,2014,311,NA,NA
TB,no3no2_surfMax,2014-10-06,2014,279,NA,NA
TB,ph_surfMax,2014-11-07,2014,311,NA,NA
TB,totnf_surfMax,2014-06-16,2014,167,NA,NA
TB,totnuf_surfMax,2014-06-16,2014,167,NA,NA
TB,totpuf_surfMax,2014-06-16,2014,167,NA,NA
TB,doc_surfMax,2015-11-17,2015,321,305,0.6735736865238258
TB,drsif_surfMax,2015-11-17,2015,321,321,0.9566430579213423
TB,no3no2_surfMax,2015-09-10,2015,253,NA,NA
TB,ph_surfMax,2015-11-17,2015,321,321,0.9312378000213181
TB,totnf_surfMax,2015-11-17,2015,321,317,0.6679676131354233
TB,totnuf_surfMax,2015-10-05,2015,278,-999,-999
TB,totpuf_surfMax,2015-10-05,2015,278,-999,-999
TB,doc_surfMax,2016-11-16,2016,321,315,0.7145188670597163
TB,drsif_surfMax,2016-11-16,2016,321,316,0.8892758798020051
TB,no3no2_surfMax,2016-08-16,2016,229,230,0.8906261018109043
TB,ph_surfMax,2016-04-22,2016,113,118,0.5908329942070936
TB,totnf_surfMax,2016-10-10,2016,284,321,0.6375074986469942
TB,totnuf_surfMax,2016-06-22,2016,174,173,0.9417929086273731
TB,totpuf_surfMax,2016-07-19,2016,201,198,0.862391906775035
TB,doc_surfMax,2017-07-10,2017,191,190,0.9067210068615227
TB,drsif_surfMax,2017-11-06,2017,310,-999,-999
TB,no3no2_surfMax,2017-10-02,2017,275,274,0.8211593833389407
TB,ph_surfMax,2017-05-18,2017,138,137,0.9408710979972662
TB,totnf_surfMax,2017-11-06,2017,310,245,0.06271670974142929
TB,totnuf_surfMax,2017-04-19,2017,109,109,0.04348145143575355
TB,totpuf_surfMax,2017-04-19,2017,109,109,0.8123924792101774
TB,doc_surfMax,2018-11-06,2018,310,NA,NA
TB,drsif_surfMax,2018-11-06,2018,310,NA,NA
TB,no3no2_surfMax,2018-08-06,2018,218,NA,NA
TB,ph_surfMax,2018-05-16,2018,136,NA,NA
TB,totnf_surfMax,2018-11-06,2018,310,NA,NA
TB,totnuf_surfMax,2018-10-01,2018,274,NA,NA
TB,totpuf_surfMax,2018-05-16,2018,136,NA,NA
TR,drsif_surfMax,1982-05-13,1982,133,133,0.8786364648036529
TR,no3no2_surfMax,1982-07-07,1982,188,187,0.5363395856395223
TR,ph_surfMax,1982-06-22,1982,173,170,0.7374484309783806
TR,no3no2_surfMax,1983-11-17,1983,321,319,0.8086133107876835
TR,ph_surfMax,1983-08-15,1983,227,224,0.8188069577507522
TR,drsif_surfMax,1984-11-06,1984,311,323,0.699356226202752
TR,no3no2_surfMax,1984-11-06,1984,311,313,0.671923140754989
TR,ph_surfMax,1984-08-02,1984,215,204,0.8455673429738318
TR,drsif_surfMax,1985-04-30,1985,120,120,0.9233021158872554
TR,no3no2_surfMax,1985-04-30,1985,120,120,0.948878667971788
TR,ph_surfMax,1985-07-08,1985,189,188,0.8689450501058285
TR,doc_surfMax,1986-08-12,1986,224,230,0.7610398568249961
TR,drsif_surfMax,1986-04-22,1986,112,112,0.9143819129458527
TR,no3no2_surfMax,1986-04-22,1986,112,112,0.8604183002366284
TR,ph_surfMax,1986-07-15,1986,196,185,0.9255357509958752
TR,totnf_surfMax,1986-08-12,1986,224,223,0.5801954711933069
TR,totnuf_surfMax,1986-08-12,1986,224,229,0.4693519786075807
TR,totpuf_surfMax,1986-04-22,1986,112,112,0.33441662748988743
TR,doc_surfMax,1987-08-10,1987,222,NA,NA
TR,drsif_surfMax,1987-04-22,1987,112,112,0.9540859531622633
TR,no3no2_surfMax,1987-11-03,1987,307,-999,-999
TR,ph_surfMax,1987-07-15,1987,196,203,0.9832114757229934
TR,totnf_surfMax,1987-11-03,1987,307,307,0.5877543692479315
TR,totnuf_surfMax,1987-11-03,1987,307,-999,-999
TR,totpuf_surfMax,1987-11-03,1987,307,-999,-999
TR,doc_surfMax,1988-08-15,1988,228,229,0.8867615560091959
TR,drsif_surfMax,1988-11-07,1988,312,312,0.9302646938497329
TR,no3no2_surfMax,1988-04-28,1988,119,119,0.4215637214425787
TR,ph_surfMax,1988-07-19,1988,201,196,0.9707177476492608
TR,totnf_surfMax,1988-04-28,1988,119,119,0.480274701323674
TR,totnuf_surfMax,1988-09-14,1988,258,256,0.7028314972582255
TR,totpuf_surfMax,1988-09-14,1988,258,258,0.4566657954739214
TR,doc_surfMax,1989-08-23,1989,235,NA,NA
TR,drsif_surfMax,1989-11-13,1989,317,NA,NA
TR,no3no2_surfMax,1989-11-13,1989,317,NA,NA
TR,ph_surfMax,1989-07-26,1989,207,NA,NA
TR,totnf_surfMax,1989-11-13,1989,317,NA,NA
TR,totnuf_surfMax,1989-08-23,1989,235,NA,NA
TR,totpuf_surfMax,1989-11-13,1989,317,NA,NA
TR,doc_surfMax,1990-09-18,1990,261,250,0.8741899948459751
TR,drsif_surfMax,1990-05-02,1990,122,122,0.9753680085446953
TR,no3no2_surfMax,1990-11-13,1990,317,-999,-999
TR,ph_surfMax,1990-07-23,1990,204,208,0.8807434980631433
TR,totnf_surfMax,1990-09-18,1990,261,259,0.9650793283970902
TR,totnuf_surfMax,1990-08-20,1990,232,232,0.6763034842143834
TR,totpuf_surfMax,1990-05-02,1990,122,122,0.40878532925127276
TR,doc_surfMax,1991-07-31,1991,212,NA,NA
TR,drsif_surfMax,1991-05-08,1991,128,NA,NA
TR,no3no2_surfMax,1991-05-08,1991,128,NA,NA
TR,ph_surfMax,1991-07-31,1991,212,NA,NA
TR,totnf_surfMax,1991-09-27,1991,270,NA,NA
TR,totnuf_surfMax,1991-09-27,1991,270,NA,NA
TR,totpuf_surfMax,1991-06-04,1991,155,NA,NA
TR,doc_surfMax,1992-08-24,1992,237,241,0.7456249067329664
TR,drsif_surfMax,1992-11-10,1992,315,-999,-999
TR,no3no2_surfMax,1992-05-11,1992,132,132,0.5188681821689183
TR,ph_surfMax,1992-07-27,1992,209,203,0.8617434618492407
TR,totnf_surfMax,1992-07-27,1992,209,299,0.06069309798263223
TR,totnuf_surfMax,1992-09-21,1992,265,276,0.5796688184007356
TR,totpuf_surfMax,1992-06-03,1992,155,-999,-999
TR,doc_surfMax,1993-06-01,1993,152,155,0.785066460245436
TR,drsif_surfMax,1993-05-10,1993,130,130,0.8311648211563032
TR,no3no2_surfMax,1993-05-10,1993,130,130,0.906674250806279
TR,ph_surfMax,1993-08-25,1993,237,217,0.8766200970036201
TR,totnf_surfMax,1993-10-18,1993,291,289,0.5940686579376199
TR,totnuf_surfMax,1993-10-18,1993,291,312,0.6225925112829102
TR,totpuf_surfMax,1993-10-18,1993,291,289,0.9745982007292063
TR,doc_surfMax,1994-06-28,1994,179,180,0.8184337549117993
TR,drsif_surfMax,1994-05-04,1994,124,124,0.9454295602936055
TR,no3no2_surfMax,1994-05-04,1994,124,124,0.8619192850679598
TR,ph_surfMax,1994-06-28,1994,179,195,0.6361624273097
TR,totnf_surfMax,1994-05-04,1994,124,124,0.7595396846901536
TR,totnuf_surfMax,1994-09-19,1994,262,256,0.6637721452644746
TR,totpuf_surfMax,1994-11-15,1994,319,-999,-999
TR,doc_surfMax,1995-07-26,1995,207,NA,NA
TR,drsif_surfMax,1995-11-15,1995,319,319,0.9607804235045126
TR,no3no2_surfMax,1995-11-15,1995,319,319,0.6846143681776276
TR,ph_surfMax,1995-07-26,1995,207,151,0.14316669078233035
TR,totnf_surfMax,1995-08-24,1995,236,258,0.6564762679066806
TR,totnuf_surfMax,1995-08-24,1995,236,-999,-999
TR,totpuf_surfMax,1995-07-26,1995,207,319,0.7678377537103693
TR,doc_surfMax,1996-08-05,1996,218,NA,NA
TR,drsif_surfMax,1996-11-07,1996,312,NA,NA
TR,no3no2_surfMax,1996-05-20,1996,141,NA,NA
TR,ph_surfMax,1996-07-09,1996,191,NA,NA
TR,totnf_surfMax,1996-05-20,1996,141,NA,NA
TR,totnuf_surfMax,1996-08-05,1996,218,NA,NA
TR,totpuf_surfMax,1996-08-05,1996,218,NA,NA
TR,doc_surfMax,1997-07-30,1997,211,202,0.9121646291826107
TR,drsif_surfMax,1997-05-13,1997,133,133,0.8221856684745886
TR,no3no2_surfMax,1997-05-13,1997,133,133,0.9705110965014838
TR,ph_surfMax,1997-06-05,1997,156,197,0.8585091485332479
TR,totnf_surfMax,1997-05-13,1997,133,133,0.3258302217662018
TR,totnuf_surfMax,1997-10-23,1997,296,-999,-999
TR,totpuf_surfMax,1997-11-11,1997,315,-999,-999
TR,doc_surfMax,1998-09-11,1998,254,NA,NA
TR,drsif_surfMax,1998-11-13,1998,317,317,0.9573794494779626
TR,no3no2_surfMax,1998-04-21,1998,111,111,0.4219790594320546
TR,ph_surfMax,1998-07-16,1998,197,204,0.9784618646544144
TR,totnf_surfMax,1998-06-16,1998,167,111,0.5222992959701342
TR,totnuf_surfMax,1998-04-21,1998,111,111,0.02970122912370987
TR,totpuf_surfMax,1998-11-13,1998,317,-999,-999
TR,doc_surfMax,1999-10-18,1999,291,243,0.5729995999949027
TR,drsif_surfMax,1999-11-08,1999,312,312,0.8691956725534078
TR,no3no2_surfMax,1999-11-08,1999,312,-999,-999
TR,ph_surfMax,1999-07-27,1999,208,208,0.9541083822948343
TR,totnf_surfMax,1999-06-08,1999,159,-999,-999
TR,totnuf_surfMax,1999-08-23,1999,235,227,0.20968553171583082
TR,totpuf_surfMax,1999-11-08,1999,312,312,0.32732064321455967
TR,doc_surfMax,2000-09-19,2000,263,256,0.7865009256482447
TR,drsif_surfMax,2000-04-10,2000,101,108,0.7039736033784263
TR,no3no2_surfMax,2000-04-10,2000,101,101,0.645236623758666
TR,ph_surfMax,2000-07-25,2000,207,193,0.8450669479724848
TR,totnf_surfMax,2000-11-22,2000,327,325,0.2172209665901682
TR,totnuf_surfMax,2000-11-22,2000,327,326,0.40804848228874313
TR,totpuf_surfMax,2000-05-01,2000,122,122,0.9726708288985345
TR,doc_surfMax,2001-06-27,2001,178,177,0.7468142921175964
TR,drsif_surfMax,2001-05-02,2001,122,318,-0.013532488034126322
TR,no3no2_surfMax,2001-05-02,2001,122,122,0.8521182144486921
TR,ph_surfMax,2001-07-26,2001,207,181,0.5376569237878952
TR,totnf_surfMax,2001-06-27,2001,178,318,0.02079736079040606
TR,totnuf_surfMax,2001-06-27,2001,178,172,0.7123820943916177
TR,totpuf_surfMax,2001-06-27,2001,178,-999,-999
TR,doc_surfMax,2002-08-13,2002,225,-999,-999
TR,drsif_surfMax,2002-04-26,2002,116,116,0.10046081828967368
TR,no3no2_surfMax,2002-04-26,2002,116,116,0.7835633312053938
TR,ph_surfMax,2002-08-13,2002,225,203,0.9655965371629128
TR,totnf_surfMax,2002-08-13,2002,225,NA,NA
TR,totnuf_surfMax,2002-08-13,2002,225,NA,NA
TR,totpuf_surfMax,2002-04-26,2002,116,116,0.5071612905762616
TR,doc_surfMax,2003-08-19,2003,231,NA,NA
TR,drsif_surfMax,2003-05-01,2003,121,121,0.91642445377328
TR,no3no2_surfMax,2003-05-01,2003,121,121,0.5977858996034036
TR,ph_surfMax,2003-08-19,2003,231,209,0.9443410157273178
TR,totnf_surfMax,2003-05-01,2003,121,121,0.8288931825208872
TR,totnuf_surfMax,2003-05-01,2003,121,121,0.685732136274052
TR,totpuf_surfMax,2003-05-01,2003,121,121,0.5708947094928645
TR,doc_surfMax,2004-07-20,2004,202,200,0.699930956428935
TR,drsif_surfMax,2004-04-28,2004,119,119,0.9745926786526559
TR,no3no2_surfMax,2004-04-28,2004,119,119,0.8574459845166501
TR,ph_surfMax,2004-05-26,2004,147,183,0.9460996271264046
TR,totnf_surfMax,2004-08-19,2004,232,-999,-999
TR,totnuf_surfMax,2004-05-26,2004,147,-999,-999
TR,totpuf_surfMax,2004-04-28,2004,119,119,0.3608824376024061
TR,doc_surfMax,2005-07-13,2005,194,183,0.8847974582934508
TR,drsif_surfMax,2005-04-21,2005,111,111,0.008313459947793755
TR,no3no2_surfMax,2005-04-21,2005,111,111,0.8911826532488897
TR,ph_surfMax,2005-08-11,2005,223,203,0.9243517666540786
TR,totnf_surfMax,2005-07-13,2005,194,206,0.7966530548516081
TR,totnuf_surfMax,2005-11-14,2005,318,318,0.12282419317439996
TR,totpuf_surfMax,2005-11-14,2005,318,318,0.9017081278697132
TR,doc_surfMax,2006-07-10,2006,191,NA,NA
