lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2,weibull.max,weibull.adjust
CR,drsif_surfMax,2018-08-08,2018,220,NA,NA,NA,NA
CR,nh4_surfMax,2018-08-08,2018,220,NA,NA,NA,NA
CR,no3no2_surfMax,2018-05-15,2018,135,NA,NA,NA,NA
CR,totnuf_surfMax,2018-09-06,2018,249,NA,NA,NA,NA
CR,totpuf_surfMax,2018-11-11,2018,315,NA,NA,NA,NA
FI,doc_surfMax,1996-07-10,1996,192,NA,NA,NA,NA
FI,drsif_surfMax,1996-08-21,1996,234,237.5552350108304,0.9764568060089474,TRUE,FALSE
FI,nh4_surfMax,1996-07-10,1996,192,191.50688061113848,0.4981840558477243,TRUE,FALSE
FI,no3no2_surfMax,1996-04-11,1996,102,86.31705440031139,0.996145855606784,TRUE,FALSE
FI,totnuf_surfMax,1996-05-02,1996,123,109.24903557414817,0.8561666767021905,TRUE,FALSE
FI,totpuf_surfMax,1996-07-10,1996,192,192.4453745022724,0.5199433055110197,TRUE,FALSE
FI,doc_surfMax,1997-08-05,1997,217,202.29816369800895,0.9516445428832352,TRUE,FALSE
FI,drp_surfMax,1997-11-20,1997,324,305.19341588508405,0.15152558292260063,TRUE,TRUE
FI,drsif_surfMax,1997-08-05,1997,217,219.82235689429615,0.9447577827166664,TRUE,FALSE
FI,nh4_surfMax,1997-11-20,1997,324,325.18695159464386,0.882746247165899,TRUE,FALSE
FI,no3no2_surfMax,1997-04-10,1997,100,81.76710160403383,0.6951612547582431,TRUE,FALSE
FI,totnuf_surfMax,1997-10-02,1997,275,275.35357065807904,0.7679782879312483,TRUE,FALSE
FI,totpuf_surfMax,1997-05-27,1997,147,99.69471261512064,0.1812023769441442,TRUE,TRUE
FI,doc_surfMax,1998-10-26,1998,299,300.8177506968797,0.8214211121973184,TRUE,TRUE
FI,drp_surfMax,1998-05-27,1998,147,NA,NA,NA,NA
FI,drsif_surfMax,1998-08-19,1998,231,231.75923828247176,0.8275261164273326,TRUE,FALSE
FI,nh4_surfMax,1998-11-24,1998,328,330.75899768647605,0.9443624296136534,TRUE,TRUE
FI,no3no2_surfMax,1998-03-10,1998,69,82.73433186747575,0.5374898983137281,TRUE,FALSE
FI,totnuf_surfMax,1998-09-01,1998,244,275.039016049727,0.5772992902361294,FALSE,TRUE
FI,totpuf_surfMax,1998-03-10,1998,69,56.27958462574462,0.27443377537174907,TRUE,FALSE
FI,doc_surfMax,1999-08-31,1999,243,219.0831837951374,0.6849850749988672,TRUE,FALSE
FI,drp_surfMax,1999-08-31,1999,243,242.91677139835085,0.6050640260793909,TRUE,FALSE
FI,drsif_surfMax,1999-08-18,1999,230,228.78854617965027,0.8714579826813552,TRUE,FALSE
FI,nh4_surfMax,1999-11-29,1999,333,321.18350545966894,0.9314464102099478,TRUE,FALSE
FI,no3no2_surfMax,1999-04-27,1999,117,109.87951526327674,0.9625101409612375,TRUE,FALSE
FI,totnuf_surfMax,1999-10-25,1999,298,303.9701063370587,0.6146675247463611,TRUE,FALSE
FI,totpuf_surfMax,1999-10-25,1999,298,302.3263187105003,0.6462137516963327,TRUE,FALSE
FI,doc_surfMax,2000-03-16,2000,76,67.47670626173225,0.5055485932126447,TRUE,FALSE
FI,drp_surfMax,2000-11-28,2000,333,334.34571886582154,0.34176508118046844,FALSE,TRUE
FI,drsif_surfMax,2000-08-29,2000,242,245.50436485906843,0.9681323270529344,TRUE,FALSE
FI,nh4_surfMax,2000-11-28,2000,333,24.388979640387458,0.8585977339407816,FALSE,TRUE
FI,no3no2_surfMax,2000-03-16,2000,76,67.01969117625862,0.9747622266346786,TRUE,FALSE
FI,totnuf_surfMax,2000-03-30,2000,90,69.08974408672852,0.7808511612074815,TRUE,FALSE
FI,totpuf_surfMax,2000-03-30,2000,90,70.74394910339888,0.31892082170412905,TRUE,FALSE
FI,doc_surfMax,2001-07-03,2001,184,186.02220814566377,0.9121695664415,TRUE,FALSE
FI,drp_surfMax,2001-06-19,2001,170,234.90163875683092,0.1443984703561524,TRUE,FALSE
FI,drsif_surfMax,2001-08-15,2001,227,228.73646985884537,0.9307604593290364,TRUE,FALSE
FI,nh4_surfMax,2001-11-27,2001,331,327.9735292751853,0.7940079403781698,TRUE,FALSE
FI,no3no2_surfMax,2001-04-11,2001,101,86.5685677362371,0.851271426390878,TRUE,FALSE
FI,totnuf_surfMax,2001-05-23,2001,143,224.1583698223442,0.4807765903382451,TRUE,FALSE
FI,totpuf_surfMax,2001-05-23,2001,143,141.3717614648178,0.8244158655907217,TRUE,FALSE
FI,doc_surfMax,2002-09-25,2002,268,256.8701769905841,0.8459829960065828,TRUE,FALSE
FI,drp_surfMax,2002-04-10,2002,100,NA,NA,NA,NA
FI,drsif_surfMax,2002-09-25,2002,268,256.97316862877665,0.984639843500268,TRUE,FALSE
FI,nh4_surfMax,2002-11-21,2002,325,320.2074023932606,0.5911431663702333,TRUE,FALSE
FI,no3no2_surfMax,2002-04-10,2002,100,84.82184779925261,0.9433947174687762,TRUE,FALSE
FI,totnuf_surfMax,2002-04-10,2002,100,95.20404552369406,0.5005788161675564,TRUE,TRUE
FI,totpuf_surfMax,2002-04-25,2002,115,100.59752347126422,0.26452380797308184,TRUE,TRUE
FI,doc_surfMax,2003-08-06,2003,218,234.68566081940816,0.7997763149980824,TRUE,TRUE
FI,drsif_surfMax,2003-09-05,2003,248,255.2786660616696,0.9037664829094166,TRUE,FALSE
FI,nh4_surfMax,2003-11-05,2003,309,300.2301718994974,0.4561152473403042,FALSE,TRUE
FI,no3no2_surfMax,2003-08-06,2003,218,216.997042645061,0.7057985720641704,TRUE,FALSE
FI,totnuf_surfMax,2003-10-01,2003,274,283.3891575186095,0.802759866118428,TRUE,FALSE
FI,totpuf_surfMax,2003-04-18,2003,108,113.1487275331878,0.3171984849112831,FALSE,TRUE
FI,drsif_surfMax,2004-07-21,2004,203,210.50767568578695,0.92457125832512,TRUE,FALSE
FI,nh4_surfMax,2004-11-10,2004,315,316.178073018064,0.8981903792409217,FALSE,TRUE
FI,no3no2_surfMax,2004-03-30,2004,90,72.6795188400081,0.9548023150534718,TRUE,FALSE
FI,totnuf_surfMax,2004-03-30,2004,90,82.56370903707369,0.6362243673140151,TRUE,FALSE
FI,totpuf_surfMax,2004-11-10,2004,315,301.1449526704159,0.5017461417035738,TRUE,FALSE
FI,doc_surfMax,2005-09-29,2005,272,246.5000641449308,0.9477449172620503,TRUE,FALSE
FI,drsif_surfMax,2005-08-05,2005,217,218.26502230298055,0.8986133990966795,TRUE,FALSE
FI,nh4_surfMax,2005-04-13,2005,103,87.60645399990354,0.9165754557199046,TRUE,FALSE
FI,no3no2_surfMax,2005-04-13,2005,103,87.84614997807832,0.9792924689936868,TRUE,FALSE
FI,totnuf_surfMax,2005-09-01,2005,244,242.24589814948203,0.7769564493393184,TRUE,FALSE
FI,totpuf_surfMax,2005-05-02,2005,122,110.95109679966838,0.06195983633321511,TRUE,FALSE
FI,drsif_surfMax,2006-08-10,2006,222,211.02578619054904,0.975826876509874,TRUE,FALSE
FI,nh4_surfMax,2006-11-01,2006,305,305.6349065175172,0.9601857831033372,TRUE,FALSE
FI,no3no2_surfMax,2006-04-21,2006,111,98.331817404301,0.9022007089383972,TRUE,FALSE
FI,totnuf_surfMax,2006-06-15,2006,166,138.89817459917012,0.08172496975850763,TRUE,FALSE
FI,totpuf_surfMax,2006-06-15,2006,166,129.1611607841899,0.15247567263802897,TRUE,FALSE
FI,doc_surfMax,2007-09-21,2007,264,236.54990903309243,0.4714673988089595,TRUE,FALSE
FI,drsif_surfMax,2007-09-21,2007,264,214.75984471645648,0.962320647291964,TRUE,FALSE
FI,nh4_surfMax,2007-05-18,2007,138,137.57625740194425,0.7208646240374768,TRUE,FALSE
FI,no3no2_surfMax,2007-04-05,2007,95,77.74838105363146,0.9803442253316516,TRUE,FALSE
FI,totnuf_surfMax,2007-09-21,2007,264,221.480878131333,0.5058700329519467,TRUE,TRUE
FI,totpuf_surfMax,2007-09-21,2007,264,260.71173029145507,0.493075584248597,TRUE,FALSE
FI,doc_surfMax,2008-11-10,2008,315,NA,NA,NA,NA
FI,drsif_surfMax,2008-10-10,2008,284,NA,NA,NA,NA
FI,nh4_surfMax,2008-11-10,2008,315,NA,NA,NA,NA
FI,no3no2_surfMax,2008-04-18,2008,109,NA,NA,NA,NA
FI,totnuf_surfMax,2008-08-07,2008,220,NA,NA,NA,NA
FI,totpuf_surfMax,2008-08-07,2008,220,NA,NA,NA,NA
FI,drsif_surfMax,2009-07-22,2009,203,211.4975097438332,0.9306008907765912,TRUE,FALSE
FI,nh4_surfMax,2009-11-03,2009,307,307.5835781288318,0.9304125248128068,TRUE,FALSE
FI,no3no2_surfMax,2009-11-03,2009,307,307.5997575590341,0.7108987113763893,TRUE,FALSE
FI,totnuf_surfMax,2009-05-04,2009,124,129.29453547229087,0.7742910628534643,TRUE,FALSE
FI,totpuf_surfMax,2009-11-03,2009,307,302.7066256892812,0.2907629053497799,TRUE,TRUE
FI,doc_surfMax,2010-04-16,2010,106,NA,NA,NA,NA
FI,drsif_surfMax,2010-09-01,2010,244,259.49201690065564,0.6445683590580621,TRUE,FALSE
FI,nh4_surfMax,2010-10-29,2010,302,304.9432862735553,0.9415364201238096,TRUE,FALSE
FI,no3no2_surfMax,2010-04-16,2010,106,99.85217097752746,0.9441407444299512,TRUE,FALSE
FI,totnuf_surfMax,2010-10-29,2010,302,296.97838265689944,0.4043265797298088,TRUE,TRUE
FI,totpuf_surfMax,2010-10-29,2010,302,109.06129542105693,0.6432061068667076,TRUE,TRUE
FI,drsif_surfMax,2011-07-19,2011,200,197.51545296304596,0.9453883392736095,TRUE,FALSE
FI,nh4_surfMax,2011-11-03,2011,307,309.0484663763725,0.7847980881681107,TRUE,FALSE
FI,no3no2_surfMax,2011-06-16,2011,167,173.18314198668375,0.40160579933180696,TRUE,FALSE
FI,totnuf_surfMax,2011-04-25,2011,115,97.84600978869234,0.8423361819029864,TRUE,FALSE
FI,totpuf_surfMax,2011-06-03,2011,154,153.3818551885724,0.8668800877289892,TRUE,FALSE
FI,doc_surfMax,2012-09-06,2012,250,234.27560623058895,0.7614788293544652,TRUE,TRUE
FI,drsif_surfMax,2012-08-09,2012,222,232.9409990924491,0.899488062260394,TRUE,FALSE
FI,nh4_surfMax,2012-11-02,2012,307,308.3901611424161,0.9514596617701307,FALSE,TRUE
FI,no3no2_surfMax,2012-04-19,2012,110,96.51254866663672,0.5828486340778511,TRUE,FALSE
FI,totnuf_surfMax,2012-05-04,2012,125,150.57182505411006,0.13187787825020414,FALSE,TRUE
FI,totpuf_surfMax,2012-06-27,2012,179,205.35695484391877,0.03129797865200579,FALSE,TRUE
FI,doc_surfMax,2013-05-20,2013,140,NA,NA,NA,NA
FI,drsif_surfMax,2013-11-01,2013,305,237.99507552907997,0.969241612602296,FALSE,TRUE
FI,nh4_surfMax,2013-11-01,2013,305,65.05362165678989,0.9225963978428826,FALSE,TRUE
FI,no3no2_surfMax,2013-05-08,2013,128,117.28377624110612,0.9924068468329758,TRUE,FALSE
FI,totnuf_surfMax,2013-11-01,2013,305,305.9632125115364,0.6134486512115208,TRUE,FALSE
FI,totpuf_surfMax,2013-11-01,2013,305,186.91505018006745,0.7216547303031196,FALSE,TRUE
FI,doc_surfMax,2014-05-13,2014,133,135.73279425413796,0.6044899209514413,TRUE,FALSE
FI,drsif_surfMax,2014-08-18,2014,230,226.2475597726424,0.8095811345806844,TRUE,FALSE
FI,nh4_surfMax,2014-09-09,2014,252,251.68054529231347,0.7970748191618131,TRUE,FALSE
FI,no3no2_surfMax,2014-05-01,2014,121,106.1245209978788,0.9347962507886328,TRUE,FALSE
FI,totnuf_surfMax,2014-11-04,2014,308,251.1639221618532,0.41821411656225826,FALSE,TRUE
FI,totpuf_surfMax,2014-06-11,2014,162,160.7583524430026,0.5613219743095121,TRUE,FALSE
FI,doc_surfMax,2015-10-08,2015,281,272.7626241050079,0.8701154935177744,TRUE,FALSE
FI,drsif_surfMax,2015-08-18,2015,230,226.36867676946136,0.8368008079357393,TRUE,FALSE
FI,nh4_surfMax,2015-11-04,2015,308,309.6681927836762,0.9571814041082032,FALSE,TRUE
FI,no3no2_surfMax,2015-04-15,2015,105,91.86297219625727,0.9804592693406128,TRUE,FALSE
FI,totnuf_surfMax,2015-11-04,2015,308,236.8290534577203,0.6077683203695698,TRUE,FALSE
FI,totpuf_surfMax,2015-11-04,2015,308,6.176582800016052e-5,0.7524523431543112,FALSE,TRUE
FI,doc_surfMax,2016-09-27,2016,271,266.64906615411763,0.9222849593418893,TRUE,FALSE
FI,drsif_surfMax,2016-11-07,2016,312,189.21175977206303,0.9704893129288248,FALSE,TRUE
FI,nh4_surfMax,2016-11-07,2016,312,53.844140205129726,0.5854524882483045,FALSE,TRUE
FI,no3no2_surfMax,2016-04-29,2016,120,130.213334077595,0.9787538786147048,TRUE,FALSE
FI,totnuf_surfMax,2016-04-04,2016,95,92.18998395943242,0.68698945628072,TRUE,FALSE
FI,totpuf_surfMax,2016-04-04,2016,95,79.53594830860956,0.8772650231134577,TRUE,FALSE
FI,doc_surfMax,2017-07-13,2017,194,192.29031415760065,0.6404579159287584,TRUE,TRUE
FI,drsif_surfMax,2017-07-27,2017,208,206.18310349687687,0.8841593353129826,TRUE,FALSE
FI,nh4_surfMax,2017-05-05,2017,125,117.26217862551702,0.6037101826788349,TRUE,FALSE
FI,no3no2_surfMax,2017-06-02,2017,153,145.22307119339342,0.9883100415045588,TRUE,FALSE
FI,totnuf_surfMax,2017-04-20,2017,110,92.3658296282016,0.8607640223466804,TRUE,FALSE
FI,totpuf_surfMax,2017-04-20,2017,110,94.99778737487333,0.16580544266614838,TRUE,FALSE
FI,doc_surfMax,2018-07-12,2018,193,207.1275879451897,0.6233930586824232,TRUE,FALSE
FI,drsif_surfMax,2018-06-27,2018,178,187.95564140214887,0.9712357914237172,TRUE,FALSE
FI,nh4_surfMax,2018-11-02,2018,306,306.21833228945354,0.9117374563828784,TRUE,FALSE
FI,no3no2_surfMax,2018-04-25,2018,115,99.85244879199108,0.5904784167054344,TRUE,FALSE
FI,totnuf_surfMax,2018-06-27,2018,178,0.1543436137243668,0.35328584237688,TRUE,FALSE
FI,totpuf_surfMax,2018-06-27,2018,178,168.74997780882455,0.4983632502422288,TRUE,FALSE
ME,doc_surfMax,1996-07-08,1996,190,NA,NA,NA,NA
ME,drp_surfMax,1996-11-08,1996,313,140.65900401308878,0.682867219439848,TRUE,TRUE
ME,drsif_surfMax,1996-09-16,1996,260,273.50737587825864,0.9647244731370332,TRUE,FALSE
ME,nh4_surfMax,1996-11-25,1996,330,155.56189904262564,0.8246561695446383,FALSE,TRUE
ME,no3no2_surfMax,1996-04-17,1996,108,100.63739776707236,0.9601739976770924,TRUE,FALSE
ME,totpuf_surfMax,1996-11-08,1996,313,28.87876710759861,0.6534915296604439,FALSE,TRUE
ME,doc_surfMax,1997-06-11,1997,162,158.53902514965128,0.7794965320943187,TRUE,TRUE
ME,drp_surfMax,1997-11-30,1997,334,129.0301696712284,0.8412675602393802,TRUE,FALSE
ME,drsif_surfMax,1997-09-02,1997,245,252.2260902126553,0.9848139199610896,TRUE,FALSE
ME,nh4_surfMax,1997-11-30,1997,334,40.973570538702205,0.8018346058373007,FALSE,TRUE
ME,no3no2_surfMax,1997-05-02,1997,122,117.38772800905606,0.9840641189761,TRUE,TRUE
ME,totpuf_surfMax,1997-10-30,1997,303,40.69370882455887,0.6528377580366453,FALSE,TRUE
ME,drp_surfMax,1998-11-23,1998,327,39.89865028082332,0.6170935829373846,FALSE,TRUE
ME,drsif_surfMax,1998-09-28,1998,271,256.4529021582286,0.9585434273852405,TRUE,FALSE
ME,nh4_surfMax,1998-11-23,1998,327,128.5708942304444,0.6894846778532748,FALSE,TRUE
ME,no3no2_surfMax,1998-04-10,1998,100,143.11092883778898,0.9519052327510322,TRUE,FALSE
ME,totpuf_surfMax,1998-06-22,1998,173,90.95826483407828,0.4223751435944983,TRUE,TRUE
ME,doc_surfMax,1999-11-22,1999,326,320.9490738600354,0.5317572475048665,TRUE,FALSE
ME,drp_surfMax,1999-03-29,1999,88,68.77820777111077,0.4424458920342892,TRUE,FALSE
ME,drsif_surfMax,1999-08-16,1999,228,244.25354500839867,0.9520360677029928,TRUE,FALSE
ME,nh4_surfMax,1999-11-22,1999,326,125.53349485757482,0.9146202127855764,FALSE,TRUE
ME,no3no2_surfMax,1999-04-12,1999,102,109.75785659061458,0.9888462054034008,TRUE,TRUE
ME,totpuf_surfMax,1999-03-29,1999,88,67.43343993641484,0.36935317855820904,TRUE,FALSE
ME,doc_surfMax,2000-07-31,2000,213,207.7315066674975,0.6159311244098193,TRUE,FALSE
ME,drp_surfMax,2000-11-28,2000,333,162.95163644219863,0.7008238271132474,FALSE,TRUE
ME,drsif_surfMax,2000-08-28,2000,241,245.71628050559096,0.5354391584611504,TRUE,FALSE
ME,nh4_surfMax,2000-11-28,2000,333,138.2799725421289,0.6957595880349015,FALSE,TRUE
ME,no3no2_surfMax,2000-06-06,2000,158,167.38213543016977,0.94880749586306,TRUE,FALSE
ME,totpuf_surfMax,2000-10-24,2000,298,156.14600812826498,0.7303471475968708,FALSE,TRUE
ME,doc_surfMax,2001-04-23,2001,113,109.00224841005785,0.33586250320606437,TRUE,TRUE
ME,drp_surfMax,2001-10-22,2001,295,145.75454444166635,0.7596937868152653,FALSE,TRUE
ME,drsif_surfMax,2001-08-13,2001,225,228.5223372911305,0.9770271424587936,TRUE,FALSE
ME,nh4_surfMax,2001-11-26,2001,330,305.85592955037737,0.9380492584814984,TRUE,FALSE
ME,no3no2_surfMax,2001-04-23,2001,113,115.27795754380972,0.9731437244515412,TRUE,TRUE
ME,totpuf_surfMax,2001-10-22,2001,295,115.21817984366402,0.9394819878069124,TRUE,FALSE
ME,doc_surfMax,2002-09-23,2002,266,245.72445870796415,0.4766915548910581,TRUE,FALSE
ME,drp_surfMax,2002-10-21,2002,294,66.59401946979789,0.6511426094434483,FALSE,TRUE
ME,drsif_surfMax,2002-11-18,2002,322,330.6691160522987,0.9845063442823776,FALSE,TRUE
ME,nh4_surfMax,2002-11-18,2002,322,298.41033111228865,0.8325529877156064,TRUE,TRUE
ME,no3no2_surfMax,2002-04-08,2002,98,85.99038900963815,0.9873512645173776,TRUE,FALSE
ME,totpuf_surfMax,2002-10-21,2002,294,41.61978318862203,0.713953987984802,FALSE,TRUE
ME,doc_surfMax,2003-08-04,2003,216,196.7544788940575,0.619270381210385,TRUE,FALSE
ME,drp_surfMax,2003-10-27,2003,300,58.7173175686837,0.879277836981093,FALSE,TRUE
ME,drsif_surfMax,2003-11-25,2003,329,307.7657953715145,0.7485994778488421,TRUE,FALSE
ME,nh4_surfMax,2003-11-25,2003,329,98.50051616181034,0.8532715930087806,FALSE,TRUE
ME,no3no2_surfMax,2003-05-13,2003,133,117.86590326457969,0.9286052651991576,TRUE,FALSE
ME,totpuf_surfMax,2003-10-27,2003,300,23.514580609214963,0.8879466520660403,FALSE,TRUE
ME,doc_surfMax,2004-05-10,2004,131,NA,NA,NA,NA
ME,drp_surfMax,2004-11-03,2004,308,68.61594179975023,0.6703137216853028,FALSE,TRUE
ME,drsif_surfMax,2004-11-03,2004,308,306.452277578307,0.595828406855587,FALSE,TRUE
ME,nh4_surfMax,2004-11-03,2004,308,65.39697480603704,0.7615710202059729,FALSE,TRUE
ME,no3no2_surfMax,2004-03-29,2004,89,78.72937870620832,0.992001378634434,TRUE,FALSE
ME,totpuf_surfMax,2004-11-03,2004,308,25.922588531509778,0.6273844407592106,FALSE,TRUE
ME,drp_surfMax,2005-11-02,2005,306,39.19179366746551,0.6849786135622501,FALSE,TRUE
ME,drsif_surfMax,2005-11-02,2005,306,321.9919116053145,0.4703714957739509,TRUE,TRUE
ME,nh4_surfMax,2005-11-30,2005,334,316.0981038034783,0.8978229389673827,TRUE,FALSE
ME,no3no2_surfMax,2005-04-15,2005,105,93.37057039999596,0.9875745778186494,TRUE,FALSE
ME,totpuf_surfMax,2005-05-09,2005,129,132.80172350155175,0.4637636679449492,TRUE,TRUE
ME,doc_surfMax,2006-07-10,2006,191,182.97649903236697,0.8434846541961472,TRUE,FALSE
ME,drp_surfMax,2006-04-04,2006,94,75.21713696139783,0.3982814178363012,TRUE,FALSE
ME,drsif_surfMax,2006-04-04,2006,94,73.43063612375549,0.3103677470339178,TRUE,FALSE
ME,nh4_surfMax,2006-04-04,2006,94,75.4157946110773,0.5801316176566808,TRUE,FALSE
ME,no3no2_surfMax,2006-05-15,2006,135,136.87665508337045,0.9684907306901168,TRUE,FALSE
ME,totpuf_surfMax,2006-10-30,2006,303,4.6638295268077935e-5,0.6297256916343517,FALSE,TRUE
ME,doc_surfMax,2007-10-01,2007,274,244.23823025773632,0.8116892774979392,TRUE,FALSE
ME,drp_surfMax,2007-11-26,2007,330,39.505542407128786,0.6892786489778595,FALSE,TRUE
ME,drsif_surfMax,2007-11-26,2007,330,328.4510996117517,0.4939835116132043,TRUE,FALSE
ME,nh4_surfMax,2007-11-26,2007,330,37.816820832552935,0.82926972918756,FALSE,TRUE
ME,no3no2_surfMax,2007-05-14,2007,134,135.9557632034787,0.9638212987325,TRUE,FALSE
ME,totpuf_surfMax,2007-10-29,2007,302,25.506694983879093,0.7275650335426973,FALSE,TRUE
ME,drp_surfMax,2008-10-29,2008,303,75.5365022452998,0.7436763152762178,FALSE,TRUE
ME,drsif_surfMax,2008-10-29,2008,303,305.0941972561423,0.765710364529071,FALSE,TRUE
ME,nh4_surfMax,2008-10-29,2008,303,302.70136743078945,0.8180177998798386,TRUE,TRUE
ME,no3no2_surfMax,2008-04-14,2008,105,93.1851533491736,0.9614269472437712,TRUE,FALSE
ME,totpuf_surfMax,2008-07-07,2008,189,185.23621011009595,0.36098028486879485,TRUE,FALSE
ME,doc_surfMax,2009-10-28,2009,301,302.6564243792364,0.5312519293476308,TRUE,FALSE
ME,drp_surfMax,2009-10-28,2009,301,41.2908338481035,0.59358246995309,FALSE,TRUE
ME,drsif_surfMax,2009-04-15,2009,105,120.96762975899972,0.2477445505718572,TRUE,FALSE
ME,nh4_surfMax,2009-10-28,2009,301,306.7194016762246,0.9262942407777802,TRUE,FALSE
ME,no3no2_surfMax,2009-06-09,2009,160,151.65265013971884,0.9642600403061692,TRUE,FALSE
ME,totpuf_surfMax,2009-04-15,2009,105,86.6623852176165,0.26788464296917414,TRUE,FALSE
ME,drp_surfMax,2010-11-09,2010,313,131.31962558354292,0.6927181020995477,FALSE,TRUE
ME,drsif_surfMax,2010-03-29,2010,88,69.53866923482842,0.45116727263357914,TRUE,FALSE
ME,nh4_surfMax,2010-11-09,2010,313,313.4471338048771,0.8228444188204083,TRUE,FALSE
ME,no3no2_surfMax,2010-03-29,2010,88,71.27826399693028,0.9686607349992672,TRUE,FALSE
ME,totpuf_surfMax,2010-03-29,2010,88,67.28099603245926,0.5602414014175314,TRUE,FALSE
ME,drp_surfMax,2011-10-31,2011,304,139.809364140282,0.5848962572197434,FALSE,TRUE
ME,drsif_surfMax,2011-10-03,2011,276,265.642857319276,0.9782827231978508,TRUE,FALSE
ME,nh4_surfMax,2011-10-31,2011,304,157.69404760502206,0.8233058907468889,FALSE,TRUE
ME,no3no2_surfMax,2011-04-18,2011,108,95.61485045522058,0.9862491559855208,TRUE,FALSE
ME,totpuf_surfMax,2011-10-31,2011,304,44.43541321638277,0.7612684265629852,FALSE,TRUE
ME,doc_surfMax,2012-09-04,2012,248,247.86406258009455,0.6086252958020786,TRUE,FALSE
ME,drp_surfMax,2012-05-01,2012,122,122.72812693884646,0.5556593240523007,TRUE,FALSE
ME,drsif_surfMax,2012-09-04,2012,248,236.6368855470247,0.9788821641695978,TRUE,FALSE
ME,nh4_surfMax,2012-11-29,2012,334,61.47363821148256,0.7380508455717323,FALSE,TRUE
ME,no3no2_surfMax,2012-03-21,2012,81,67.01256356012819,0.9860284204010856,TRUE,FALSE
ME,totpuf_surfMax,2012-11-29,2012,334,24.90103068175459,0.762016307805256,FALSE,TRUE
ME,doc_surfMax,2013-05-14,2013,134,131.8988912506374,0.5982414100130757,TRUE,FALSE
ME,drp_surfMax,2013-10-29,2013,302,305.1337477357516,0.7620367030961301,TRUE,FALSE
ME,drsif_surfMax,2013-09-30,2013,273,268.6436952252546,0.9596638293898444,TRUE,FALSE
ME,nh4_surfMax,2013-12-02,2013,336,65.76386800983252,0.8399788566554409,FALSE,TRUE
ME,no3no2_surfMax,2013-04-29,2013,119,110.11721271666812,0.9669397325941478,TRUE,FALSE
ME,totpuf_surfMax,2013-10-29,2013,302,2.8632381176496224,0.6940926950272952,FALSE,TRUE
ME,doc_surfMax,2014-07-07,2014,188,169.53248215971664,0.9158930720067486,TRUE,FALSE
ME,drp_surfMax,2014-10-30,2014,303,34.57095092637315,0.7483477326693619,FALSE,TRUE
ME,nh4_surfMax,2014-10-30,2014,303,303.08207383788874,0.9152454262275836,TRUE,FALSE
ME,no3no2_surfMax,2014-04-29,2014,119,104.45439071090496,0.9538454442858322,TRUE,FALSE
ME,totpuf_surfMax,2014-10-30,2014,303,120.59885787863148,0.8502902748857063,TRUE,FALSE
ME,doc_surfMax,2015-08-03,2015,215,204.76968193781457,0.6696238083291669,TRUE,FALSE
ME,drp_surfMax,2015-11-02,2015,306,64.95481238546863,0.6763347275018783,FALSE,TRUE
ME,drsif_surfMax,2015-10-07,2015,280,311.982139918902,0.9800966243770598,TRUE,FALSE
ME,nh4_surfMax,2015-11-02,2015,306,309.28996578520406,0.8997637222001926,TRUE,FALSE
ME,no3no2_surfMax,2015-04-10,2015,100,82.70514318521985,0.9493425331400452,TRUE,FALSE
ME,totnuf_surfMax,2015-04-10,2015,100,81.50011601825274,0.5511912923692551,TRUE,FALSE
ME,totpuf_surfMax,2015-04-10,2015,100,81.23915904912381,0.45010603266111304,TRUE,FALSE
ME,doc_surfMax,2016-06-07,2016,159,176.01008823945136,0.919320413107752,TRUE,TRUE
ME,drp_surfMax,2016-11-09,2016,314,58.89590416827846,0.7346094647859969,FALSE,TRUE
ME,drsif_surfMax,2016-10-04,2016,278,251.10634647704993,0.9790686254021358,TRUE,FALSE
ME,nh4_surfMax,2016-05-11,2016,132,132.3093967379104,0.7182869927802125,TRUE,FALSE
ME,no3no2_surfMax,2016-03-28,2016,88,71.98088330459665,0.9725147119428864,TRUE,FALSE
ME,totnuf_surfMax,2016-04-25,2016,116,113.02087186419637,0.9114160293915008,TRUE,FALSE
ME,totpuf_surfMax,2016-03-28,2016,88,67.24062712284719,0.7931136599811814,TRUE,FALSE
ME,doc_surfMax,2017-12-19,2017,353,349.42152151362365,0.4757164786451247,TRUE,FALSE
ME,drp_surfMax,2017-12-19,2017,353,70.26134888174306,0.8435893909275398,FALSE,TRUE
ME,drsif_surfMax,2017-11-02,2017,306,338.1660109273301,0.7666688905989232,FALSE,TRUE
ME,nh4_surfMax,2017-12-19,2017,353,312.54051429692225,0.8835165798384056,TRUE,FALSE
ME,no3no2_surfMax,2017-05-03,2017,123,112.66167266427524,0.8689413779605043,TRUE,FALSE
ME,totnuf_surfMax,2017-05-03,2017,123,152.0556281555497,0.652994057029161,TRUE,TRUE
ME,totpuf_surfMax,2017-12-19,2017,353,17.822873962122372,0.7574891869897595,FALSE,TRUE
ME,doc_surfMax,2018-07-09,2018,190,161.53423293191466,0.8716295074013594,TRUE,FALSE
ME,drp_surfMax,2018-11-30,2018,334,28.94499275936485,0.7512396664178673,FALSE,TRUE
ME,drsif_surfMax,2018-11-30,2018,334,341.05626340792094,0.9198302479959822,TRUE,FALSE
ME,nh4_surfMax,2018-11-14,2018,318,45.976060385763425,0.7066690841128077,FALSE,TRUE
