lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2
CR,iceon,2007-12-03,2007,337,NA,NA
CR,iceon,2008-12-01,2008,336,NA,NA
CR,iceon,2009-12-11,2009,345,NA,NA
CR,iceon,2010-12-04,2010,338,NA,NA
CR,iceon,2011-12-05,2011,339,NA,NA
CR,iceon,2012-12-10,2012,345,NA,NA
CR,iceon,2013-11-27,2013,331,NA,NA
CR,iceon,2014-11-21,2014,325,NA,NA
CR,iceon,2015-12-28,2015,362,NA,NA
CR,iceon,2016-12-12,2016,347,NA,NA
CR,iceon,2017-12-11,2017,345,NA,NA
CR,iceon,2018-11-19,2018,323,NA,NA
CR,iceon,2019-12-02,2019,336,NA,NA
CR,iceon,2020-12-02,2020,337,NA,NA
SP,iceon,1981-12-11,1981,345,NA,NA
SP,iceon,1982-12-07,1982,341,NA,NA
SP,iceon,1983-12-03,1983,337,NA,NA
SP,iceon,1984-12-04,1984,339,NA,NA
SP,iceon,1985-11-25,1985,329,NA,NA
SP,iceon,1986-12-01,1986,335,NA,NA
SP,iceon,1987-12-03,1987,337,NA,NA
SP,iceon,1988-12-01,1988,336,NA,NA
SP,iceon,1989-11-27,1989,331,NA,NA
SP,iceon,1990-12-03,1990,337,NA,NA
SP,iceon,1991-11-29,1991,333,NA,NA
SP,iceon,1992-11-30,1992,335,NA,NA
SP,iceon,1993-11-30,1993,334,NA,NA
SP,iceon,1994-12-09,1994,343,NA,NA
SP,iceon,1995-11-24,1995,328,NA,NA
SP,iceon,1996-11-25,1996,330,NA,NA
SP,iceon,1997-12-22,1997,356,NA,NA
SP,iceon,1998-12-22,1998,356,NA,NA
SP,iceon,1999-12-17,1999,351,NA,NA
SP,iceon,2000-12-04,2000,339,NA,NA
SP,iceon,2001-12-26,2001,360,NA,NA
SP,iceon,2002-11-27,2002,331,NA,NA
SP,iceon,2003-12-03,2003,337,NA,NA
SP,iceon,2004-12-17,2004,352,NA,NA
SP,iceon,2005-12-03,2005,337,NA,NA
SP,iceon,2006-12-23,2006,357,NA,NA
SP,iceon,2007-12-03,2007,337,NA,NA
SP,iceon,2008-12-04,2008,339,NA,NA
SP,iceon,2009-12-11,2009,345,NA,NA
SP,iceon,2010-12-07,2010,341,NA,NA
SP,iceon,2011-12-06,2011,340,NA,NA
SP,iceon,2012-12-11,2012,346,NA,NA
SP,iceon,2013-11-27,2013,331,NA,NA
SP,iceon,2014-11-21,2014,325,NA,NA
SP,iceon,2015-12-28,2015,362,NA,NA
SP,iceon,2016-12-12,2016,347,NA,NA
SP,iceon,2017-12-11,2017,345,NA,NA
SP,iceon,2018-12-07,2018,341,NA,NA
SP,iceon,2019-12-02,2019,336,NA,NA
SP,iceon,2020-12-07,2020,342,NA,NA
TB,iceon,1981-11-24,1981,328,NA,NA
TB,iceon,1982-11-22,1982,326,NA,NA
TB,iceon,1983-11-14,1983,318,NA,NA
TB,iceon,1984-11-12,1984,317,NA,NA
TB,iceon,1985-11-14,1985,318,NA,NA
TB,iceon,1986-11-11,1986,315,NA,NA
TB,iceon,1987-11-23,1987,327,NA,NA
TB,iceon,1988-11-18,1988,323,NA,NA
TB,iceon,1989-11-14,1989,318,NA,NA
TB,iceon,1990-11-26,1990,330,NA,NA
TB,iceon,1991-11-04,1991,308,NA,NA
TB,iceon,1992-11-13,1992,318,NA,NA
TB,iceon,1993-11-08,1993,312,NA,NA
TB,iceon,1994-11-26,1994,330,NA,NA
TB,iceon,1995-11-09,1995,313,NA,NA
TB,iceon,1996-11-11,1996,316,NA,NA
TB,iceon,1997-11-13,1997,317,NA,NA
TB,iceon,1998-12-08,1998,342,NA,NA
TB,iceon,1999-11-27,1999,331,NA,NA
TB,iceon,2000-11-20,2000,325,NA,NA
TB,iceon,2001-12-07,2001,341,NA,NA
TB,iceon,2002-11-14,2002,318,NA,NA
TB,iceon,2003-11-10,2003,314,NA,NA
TB,iceon,2004-11-24,2004,329,NA,NA
TB,iceon,2005-11-22,2005,326,NA,NA
TB,iceon,2006-11-30,2006,334,NA,NA
TB,iceon,2007-11-16,2007,320,NA,NA
TB,iceon,2008-11-19,2008,324,NA,NA
TB,iceon,2009-12-01,2009,335,NA,NA
TB,iceon,2010-11-27,2010,331,NA,NA
TB,iceon,2011-11-18,2011,322,NA,NA
TB,iceon,2012-11-26,2012,331,NA,NA
TB,iceon,2013-11-19,2013,323,NA,NA
TB,iceon,2014-11-10,2014,314,NA,NA
TB,iceon,2015-11-23,2015,327,NA,NA
TB,iceon,2016-12-05,2016,340,NA,NA
TB,iceon,2017-11-10,2017,314,NA,NA
TB,iceon,2018-11-09,2018,313,NA,NA
TB,iceon,2019-11-06,2019,310,NA,NA
TB,iceon,2020-11-16,2020,321,NA,NA
TR,iceon,1981-12-20,1981,354,NA,NA
TR,iceon,1982-12-13,1982,347,NA,NA
TR,iceon,1983-12-03,1983,337,NA,NA
TR,iceon,1984-12-18,1984,353,NA,NA
TR,iceon,1985-12-04,1985,338,NA,NA
TR,iceon,1986-12-07,1986,341,NA,NA
TR,iceon,1987-12-22,1987,356,NA,NA
TR,iceon,1988-12-12,1988,347,NA,NA
TR,iceon,1989-12-01,1989,335,NA,NA
TR,iceon,1990-12-14,1990,348,NA,NA
TR,iceon,1991-12-02,1991,336,NA,NA
TR,iceon,1992-12-09,1992,344,NA,NA
TR,iceon,1993-11-30,1993,334,NA,NA
TR,iceon,1994-12-12,1994,346,NA,NA
TR,iceon,1995-11-29,1995,333,NA,NA
TR,iceon,1996-11-27,1996,332,NA,NA
TR,iceon,1997-12-22,1997,356,NA,NA
TR,iceon,1998-12-28,1998,362,NA,NA
TR,iceon,1999-12-20,1999,354,NA,NA
TR,iceon,2000-12-07,2000,342,NA,NA
TR,iceon,2001-12-31,2001,365,NA,NA
TR,iceon,2002-12-03,2002,337,NA,NA
TR,iceon,2003-12-03,2003,337,NA,NA
TR,iceon,2004-12-17,2004,352,NA,NA
TR,iceon,2005-12-08,2005,342,NA,NA
TR,iceon,2006-12-26,2006,360,NA,NA
TR,iceon,2007-12-10,2007,344,NA,NA
TR,iceon,2008-12-08,2008,343,NA,NA
TR,iceon,2009-12-17,2009,351,NA,NA
TR,iceon,2010-12-09,2010,343,NA,NA
TR,iceon,2012-01-03,2011,368,NA,NA
TR,iceon,2012-12-20,2012,355,NA,NA
TR,iceon,2013-12-08,2013,342,NA,NA
TR,iceon,2014-11-28,2014,332,NA,NA
TR,iceon,2016-01-04,2015,369,NA,NA
TR,iceon,2016-12-16,2016,351,NA,NA
TR,iceon,2017-12-14,2017,348,NA,NA
TR,iceon,2018-12-07,2018,341,NA,NA
TR,iceon,2019-12-11,2019,345,NA,NA
TR,iceon,2020-12-15,2020,350,NA,NA
ME,iceon,1991-12-18,1991,352,NA,NA
ME,iceon,1992-12-24,1992,359,NA,NA
ME,iceon,1993-12-27,1993,361,NA,NA
ME,iceon,1995-01-06,1994,371,NA,NA
ME,iceon,1995-12-10,1995,344,NA,NA
ME,iceon,1996-12-20,1996,355,NA,NA
ME,iceon,1998-01-11,1997,376,NA,NA
ME,iceon,1998-12-30,1998,364,NA,NA
ME,iceon,2000-01-14,1999,379,NA,NA
ME,iceon,2000-12-13,2000,348,NA,NA
ME,iceon,2002-01-02,2001,367,NA,NA
ME,iceon,2003-01-04,2002,369,NA,NA
ME,iceon,2004-01-07,2003,372,NA,NA
ME,iceon,2004-12-25,2004,360,NA,NA
ME,iceon,2005-12-19,2005,353,NA,NA
ME,iceon,2007-01-20,2006,385,NA,NA
ME,iceon,2007-12-26,2007,360,NA,NA
ME,iceon,2008-12-16,2008,351,NA,NA
ME,iceon,2009-12-29,2009,363,NA,NA
ME,iceon,2010-12-15,2010,349,NA,NA
ME,iceon,2012-01-14,2011,379,NA,NA
ME,iceon,2013-01-14,2012,379,NA,NA
ME,iceon,2013-12-16,2013,350,NA,NA
ME,iceon,2015-01-02,2014,367,NA,NA
ME,iceon,2016-01-11,2015,376,NA,NA
ME,iceon,2017-01-01,2016,366,NA,NA
ME,iceon,2017-12-27,2017,361,NA,NA
ME,iceon,2018-12-15,2018,349,NA,NA
ME,iceon,2020-01-12,2019,377,NA,NA
MO,iceon,1991-12-16,1991,350,NA,NA
MO,iceon,1992-12-24,1992,359,NA,NA
MO,iceon,1993-12-26,1993,360,NA,NA
MO,iceon,1995-01-05,1994,370,NA,NA
MO,iceon,1995-11-29,1995,333,NA,NA
MO,iceon,1996-12-20,1996,355,NA,NA
MO,iceon,1998-01-11,1997,376,NA,NA
MO,iceon,1998-12-30,1998,364,NA,NA
MO,iceon,2000-01-14,1999,379,NA,NA
MO,iceon,2000-12-13,2000,348,NA,NA
MO,iceon,2002-01-01,2001,366,NA,NA
MO,iceon,2002-12-09,2002,343,NA,NA
MO,iceon,2003-12-25,2003,359,NA,NA
MO,iceon,2004-12-24,2004,359,NA,NA
MO,iceon,2005-12-08,2005,342,NA,NA
MO,iceon,2007-01-18,2006,383,NA,NA
MO,iceon,2007-12-07,2007,341,NA,NA
MO,iceon,2008-12-16,2008,351,NA,NA
MO,iceon,2009-12-27,2009,361,NA,NA
MO,iceon,2010-12-09,2010,343,NA,NA
MO,iceon,2012-01-03,2011,368,NA,NA
MO,iceon,2012-12-31,2012,366,NA,NA
MO,iceon,2013-12-10,2013,344,NA,NA
MO,iceon,2014-12-02,2014,336,NA,NA
MO,iceon,2016-01-11,2015,376,NA,NA
MO,iceon,2016-12-16,2016,351,NA,NA
MO,iceon,2017-12-26,2017,360,NA,NA
MO,iceon,2018-12-11,2018,345,NA,NA
MO,iceon,2019-12-16,2019,350,NA,NA
WI,iceon,1991-11-05,1991,309,NA,NA
WI,iceon,1992-11-15,1992,320,NA,NA
WI,iceon,1993-11-28,1993,332,NA,NA
WI,iceon,1994-12-08,1994,342,NA,NA
WI,iceon,1995-11-12,1995,316,NA,NA
WI,iceon,1996-11-27,1996,332,NA,NA
WI,iceon,1997-12-08,1997,342,NA,NA
WI,iceon,1998-12-22,1998,356,NA,NA
WI,iceon,1999-12-18,1999,352,NA,NA
WI,iceon,2000-11-21,2000,326,NA,NA
WI,iceon,2001-12-24,2001,358,NA,NA
WI,iceon,2002-12-02,2002,336,NA,NA
WI,iceon,2003-12-09,2003,343,NA,NA
WI,iceon,2004-12-14,2004,349,NA,NA
WI,iceon,2005-11-25,2005,329,NA,NA
WI,iceon,2006-12-03,2006,337,NA,NA
WI,iceon,2007-11-30,2007,334,NA,NA
WI,iceon,2008-11-22,2008,327,NA,NA
WI,iceon,2009-12-10,2009,344,NA,NA
WI,iceon,2010-12-04,2010,338,NA,NA
WI,iceon,2011-12-11,2011,345,NA,NA
WI,iceon,2012-12-21,2012,356,NA,NA
WI,iceon,2013-11-27,2013,331,NA,NA
WI,iceon,2014-11-14,2014,318,NA,NA
WI,iceon,2015-12-30,2015,364,NA,NA
WI,iceon,2016-12-09,2016,344,NA,NA
WI,iceon,2017-12-10,2017,344,NA,NA
WI,iceon,2018-12-07,2018,341,NA,NA
WI,iceon,2019-11-12,2019,316,NA,NA
FI,iceon,1991-12-16,1991,350,NA,NA
FI,iceon,1992-12-24,1992,359,NA,NA
FI,iceon,1993-12-26,1993,360,NA,NA
FI,iceon,1995-01-05,1994,370,NA,NA
FI,iceon,1995-11-29,1995,333,NA,NA
FI,iceon,1996-12-20,1996,355,NA,NA
FI,iceon,1998-01-11,1997,376,NA,NA
FI,iceon,1998-12-30,1998,364,NA,NA
FI,iceon,2000-01-14,1999,379,NA,NA
FI,iceon,2000-12-13,2000,348,NA,NA
FI,iceon,2002-01-01,2001,366,NA,NA
FI,iceon,2002-12-09,2002,343,NA,NA
FI,iceon,2003-12-25,2003,359,NA,NA
FI,iceon,2004-12-24,2004,359,NA,NA
FI,iceon,2005-12-08,2005,342,NA,NA
FI,iceon,2007-01-18,2006,383,NA,NA
FI,iceon,2007-12-07,2007,341,NA,NA
FI,iceon,2008-12-16,2008,351,NA,NA
FI,iceon,2009-12-27,2009,361,NA,NA
FI,iceon,2010-12-09,2010,343,NA,NA
FI,iceon,2012-01-03,2011,368,NA,NA
FI,iceon,2012-12-31,2012,366,NA,NA
FI,iceon,2013-12-10,2013,344,NA,NA
FI,iceon,2014-12-02,2014,336,NA,NA
FI,iceon,2016-01-11,2015,376,NA,NA
FI,iceon,2016-12-16,2016,351,NA,NA
FI,iceon,2017-12-26,2017,360,NA,NA
FI,iceon,2018-12-11,2018,345,NA,NA
FI,iceon,2019-12-16,2019,350,NA,NA
